"author","author_affiliation","author_country","coauthor","coauthor_affiliation","coauthor_country","year","area"
Stéphane Helleringer,Johns Hopkins University,us,jimi adams,University of Colorado,us,2019,socnet
Stéphane Helleringer,Johns Hopkins University,us,Sara Yeatman,University of Colorado,us,2019,socnet
Sara Yeatman,University of Colorado,us,jimi adams,University of Colorado,us,2019,socnet
Sara Yeatman,University of Colorado,us,Stéphane Helleringer,Johns Hopkins University,us,2019,socnet
Dante Contreras,University of Chile,cl,Juan D. Díaz,University of Chile,cl,2019,socnet
Dante Contreras,University of Chile,cl,Gabriel Otero,University of Amsterdam,nl,2019,socnet
Dante Contreras,University of Chile,cl,Nicolás Suárez,University of Chile,cl,2019,socnet
Gabriel Otero,University of Amsterdam,nl,Juan D. Díaz,University of Chile,cl,2019,socnet
Gabriel Otero,University of Amsterdam,nl,Dante Contreras,University of Chile,cl,2019,socnet
Gabriel Otero,University of Amsterdam,nl,Nicolás Suárez,University of Chile,cl,2019,socnet
Juan D. Díaz,University of Chile,cl,Dante Contreras,University of Chile,cl,2019,socnet
Juan D. Díaz,University of Chile,cl,Gabriel Otero,University of Amsterdam,nl,2019,socnet
Juan D. Díaz,University of Chile,cl,Nicolás Suárez,University of Chile,cl,2019,socnet
Nicolás Suárez,University of Chile,cl,Juan D. Díaz,University of Chile,cl,2019,socnet
Nicolás Suárez,University of Chile,cl,Dante Contreras,University of Chile,cl,2019,socnet
Nicolás Suárez,University of Chile,cl,Gabriel Otero,University of Amsterdam,nl,2019,socnet
Yanjie Bian,Xi'an Jiaotong University,cn,Ronald S. Burt,University of Chicago,us,2018,socnet
Yanjie Bian,Xi'an Jiaotong University,cn,Sonja Opper,Lund University,se,2018,socnet
Yanjie Bian,Xi'an Jiaotong University,cn,Lei Zhang 0042,University of Minnesota,us,2015,socnet
Yanjie Bian,Xi'an Jiaotong University,cn,Xianbi Huang,La Trobe University,au,2015,socnet
Mathieu O'Neil,Australian National University,us,Robert Ackland,Australian National University,us,2011,socnet
Gasper Koren,University of Ljubljana,si,Valentina Hlebec,University of Ljubljana,si,2008,socnet
Gasper Koren,University of Ljubljana,si,Katja Lozar Manfreda,University of Ljubljana,si,2008,socnet
Gasper Koren,University of Ljubljana,si,Vasja Vehovar,University of Ljubljana,si,2008,socnet
Eric J. Neuman,University of Illinois at Urbana-Champaign,us,Mark S. Mizruchi,University of Michigan,us,2008,socnet
Eric J. Neuman,University of Illinois at Urbana-Champaign,us,Mark S. Mizruchi,University of Michigan,us,2010,socnet
Eric J. Neuman,University of Illinois at Urbana-Champaign,us,Wei Wang 0211,University of Central Florida,us,2014,socnet
Eric J. Neuman,University of Illinois at Urbana-Champaign,us,Daniel A. Newman,University of Illinois at Urbana-Champaign,us,2014,socnet
Heather Edelblute,University of Texas at San Antonio,us,Sergio Chavez,Rice University,us,2018,socnet
Heather Edelblute,University of Texas at San Antonio,us,Ted Mouw,University of North Carolina,us,2018,socnet
Heather Edelblute,University of Texas at San Antonio,us,Ashton M. Verdery,Pennsylvania State University,us,2018,socnet
Sergio Chavez,Rice University,us,Ted Mouw,University of North Carolina,us,2018,socnet
Sergio Chavez,Rice University,us,Ashton M. Verdery,Pennsylvania State University,us,2018,socnet
Sergio Chavez,Rice University,us,Heather Edelblute,University of Texas at San Antonio,us,2018,socnet
Thijs A. Velema,Sun Yat-sen University,cn,Jing-Shiang Hwang,Academia Sinica,tw,2018,socnet
Thijs A. Velema,Sun Yat-sen University,cn,Yang-chih Fu,Academia Sinica,tw,2018,socnet
Dali Ma,Drexel University,us,ChuanRen Liu,University of Tennessee,us,2020,socnet
Dali Ma,Drexel University,us,V. K. Narayanan,Drexel University,us,2020,socnet
ChuanRen Liu,University of Tennessee,us,Dali Ma,Drexel University,us,2020,socnet
ChuanRen Liu,University of Tennessee,us,V. K. Narayanan,Drexel University,us,2020,socnet
Stephanie Thiemichen,University of Munich,de,Göran Kauermann,University of Munich,de,2017,socnet
Stephanie Thiemichen,University of Munich,de,Alberto Caimo,Technological University Dublin,ie,2016,socnet
Stephanie Thiemichen,University of Munich,de,Nial Friel,University College Dublin,ie,2016,socnet
Stephanie Thiemichen,University of Munich,de,Göran Kauermann,University of Munich,de,2016,socnet
John Belchamber,Telefónica Research,es,Esteban Moro,University Carlos III of Madrid,es,2013,socnet
John Belchamber,Telefónica Research,es,Rubén Lara,Telefónica Research,es,2013,socnet
John Belchamber,Telefónica Research,es,Robin I. M. Dunbar,University of Oxford,us,2013,socnet
John Belchamber,Telefónica Research,es,Giovanna Miritello,Telefónica Research,es,2013,socnet
John Belchamber,Telefónica Research,es,Sam G. B. Roberts,University of Chester,uk,2013,socnet
John Belchamber,Telefónica Research,es,Rocío Martínez-López,Telefónica Research,es,2013,socnet
Philip A. Sinclair,Manchester Metropolitan University,uk,Christian Steglich,University of Groningen,nl,2012,socnet
Philip A. Sinclair,Manchester Metropolitan University,uk,Laurence Moore,Cardiff University,uk,2012,socnet
Philip A. Sinclair,Manchester Metropolitan University,uk,Jo Holliday,Cardiff University,uk,2012,socnet
Laura Prota,University of Salerno,us,Patrick Doreian,University of Ljubljana,si,2016,socnet
Nyi Nyi Htwe,Hiroshima University,jp,Seunghoo Lim,International University of Japan,jp,2020,socnet
Nyi Nyi Htwe,Hiroshima University,jp,Makoto Kakinaka,Hiroshima University,jp,2020,socnet
Seunghoo Lim,International University of Japan,jp,Nyi Nyi Htwe,Hiroshima University,jp,2020,socnet
Seunghoo Lim,International University of Japan,jp,Makoto Kakinaka,Hiroshima University,jp,2020,socnet
Makoto Kakinaka,Hiroshima University,jp,Nyi Nyi Htwe,Hiroshima University,jp,2020,socnet
Makoto Kakinaka,Hiroshima University,jp,Seunghoo Lim,International University of Japan,jp,2020,socnet
João R. Daniel,ISPA University Institute of Psychological Sciences,pt,Inês Peceguina,ISPA University Institute of Psychological Sciences,pt,2013,socnet
João R. Daniel,ISPA University Institute of Psychological Sciences,pt,António J. Santos,ISPA University Institute of Psychological Sciences,pt,2013,socnet
João R. Daniel,ISPA University Institute of Psychological Sciences,pt,Brian E. Vaughn,Auburn University,us,2013,socnet
João R. Daniel,ISPA University Institute of Psychological Sciences,pt,António J. Santos,ISPA University Institute of Psychological Sciences,pt,2019,socnet
João R. Daniel,ISPA University Institute of Psychological Sciences,pt,Brian E. Vaughn,Auburn University,us,2019,socnet
António J. Santos,ISPA University Institute of Psychological Sciences,pt,Inês Peceguina,ISPA University Institute of Psychological Sciences,pt,2013,socnet
António J. Santos,ISPA University Institute of Psychological Sciences,pt,Brian E. Vaughn,Auburn University,us,2013,socnet
António J. Santos,ISPA University Institute of Psychological Sciences,pt,João R. Daniel,ISPA University Institute of Psychological Sciences,pt,2013,socnet
António J. Santos,ISPA University Institute of Psychological Sciences,pt,Brian E. Vaughn,Auburn University,us,2019,socnet
António J. Santos,ISPA University Institute of Psychological Sciences,pt,João R. Daniel,ISPA University Institute of Psychological Sciences,pt,2019,socnet
Inês Peceguina,ISPA University Institute of Psychological Sciences,pt,António J. Santos,ISPA University Institute of Psychological Sciences,pt,2013,socnet
Inês Peceguina,ISPA University Institute of Psychological Sciences,pt,Brian E. Vaughn,Auburn University,us,2013,socnet
Inês Peceguina,ISPA University Institute of Psychological Sciences,pt,João R. Daniel,ISPA University Institute of Psychological Sciences,pt,2013,socnet
Brian E. Vaughn,Auburn University,us,Inês Peceguina,ISPA University Institute of Psychological Sciences,pt,2013,socnet
Brian E. Vaughn,Auburn University,us,António J. Santos,ISPA University Institute of Psychological Sciences,pt,2013,socnet
Brian E. Vaughn,Auburn University,us,João R. Daniel,ISPA University Institute of Psychological Sciences,pt,2013,socnet
Brian E. Vaughn,Auburn University,us,António J. Santos,ISPA University Institute of Psychological Sciences,pt,2019,socnet
Brian E. Vaughn,Auburn University,us,João R. Daniel,ISPA University Institute of Psychological Sciences,pt,2019,socnet
Giulia Berlusconi,National University of Ireland,ie,Luca Giommoni,Cardiff University,uk,2017,socnet
Giulia Berlusconi,National University of Ireland,ie,Alberto Aziani,Università Cattolica del Sacro Cuore,it,2017,socnet
Alberto Aziani,Università Cattolica del Sacro Cuore,it,Luca Giommoni,Cardiff University,uk,2017,socnet
Alberto Aziani,Università Cattolica del Sacro Cuore,it,Giulia Berlusconi,National University of Ireland,ie,2017,socnet
Luca Giommoni,Cardiff University,uk,Alberto Aziani,Università Cattolica del Sacro Cuore,it,2017,socnet
Luca Giommoni,Cardiff University,uk,Giulia Berlusconi,National University of Ireland,ie,2017,socnet
George R. Barnes,University of Louisville,us,Inessa Levi,University of Louisville,us,2003,socnet
George R. Barnes,University of Louisville,us,Patricia B. Cerrito,University of Louisville,us,2003,socnet
Inessa Levi,University of Louisville,us,George R. Barnes,University of Louisville,us,2003,socnet
Inessa Levi,University of Louisville,us,Patricia B. Cerrito,University of Louisville,us,2003,socnet
Arnaud Bringé,National Institute of Demographic Studies,fr,Floriana Gargiulo,CNRS,fr,2013,socnet
Arnaud Bringé,National Institute of Demographic Studies,fr,Klaus Hamberger,CNRS,fr,2013,socnet
Arnaud Bringé,National Institute of Demographic Studies,fr,Camille Roth,CNRS,fr,2013,socnet
Mackenzie Hart,Simon Fraser University,us,Marie Ouellet,University of Montreal,us,2017,socnet
Mackenzie Hart,Simon Fraser University,us,Martin Bouchard 0002,Simon Fraser University,us,2017,socnet
Petr Matous,University of Sydney,us,Matthew Hamilton,Ohio State University,us,2021,socnet
Petr Matous,University of Sydney,us,Peng Wang 0002,Swinburne University of Technology,au,2021,socnet
Petr Matous,University of Sydney,us,Christina Prell,University of Maryland - College Park,us,2021,socnet
Petr Matous,University of Sydney,us,Michele L. Barnes,University of Hawaii at Manoa,us,2021,socnet
Petr Matous,University of Sydney,us,Peng Wang 0002,Swinburne University of Technology,au,2019,socnet
Mark Caudell,Washington State University,us,Thomas Rotolo,Washington State University,us,2015,socnet
Mark Caudell,Washington State University,us,Mulye Grima,Hawassa University,et,2015,socnet
Thomas Rotolo,Washington State University,us,Mark Caudell,Washington State University,us,2015,socnet
Thomas Rotolo,Washington State University,us,Mulye Grima,Hawassa University,et,2015,socnet
Mulye Grima,Hawassa University,et,Thomas Rotolo,Washington State University,us,2015,socnet
Mulye Grima,Hawassa University,et,Mark Caudell,Washington State University,us,2015,socnet
William C. Carter,University of North Carolina,us,Scott L. Feld,Purdue University,us,2002,socnet
Lotte Vermeij,The Netherlands Institute for Social Research,nl,Chris Baerveldt,University of Utrecht,nl,2009,socnet
Lotte Vermeij,The Netherlands Institute for Social Research,nl,Marijtje A. J. Van Duijn,University of Groningen,nl,2009,socnet
Lotte Vermeij,The Netherlands Institute for Social Research,nl,Dianne A. Van Hemert,Tilburg University,nl,2004,socnet
Lotte Vermeij,The Netherlands Institute for Social Research,nl,Chris Baerveldt,University of Utrecht,nl,2004,socnet
Lotte Vermeij,The Netherlands Institute for Social Research,nl,Marijtje A. J. Van Duijn,University of Groningen,nl,2004,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Krista Gile,University of Washington,us,2009,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Lotte Vermeij,The Netherlands Institute for Social Research,nl,2009,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Mark S. Handcock,University of Washington,us,2009,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Chris Baerveldt,University of Utrecht,nl,2009,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Tom A. B. Snijders,University of Groningen,nl,1999,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Jooske T. van Busschbach,University of Groningen,nl,1999,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Dianne A. Van Hemert,Tilburg University,nl,2004,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Lotte Vermeij,The Netherlands Institute for Social Research,nl,2004,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Chris Baerveldt,University of Utrecht,nl,2004,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Christina Salmivalli,University of Turku,fi,2012,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Tom A. B. Snijders,University of Groningen,nl,2012,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Miia Sainio,University of Turku,fi,2012,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Gijs Huitsing,University of Groningen,nl,2012,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,René Veenstra,University of Groningen,nl,2012,socnet
Marijtje A. J. Van Duijn,University of Groningen,nl,Peng Wang 0002,Swinburne University of Technology,au,2012,socnet
Chris Baerveldt,University of Utrecht,nl,Lotte Vermeij,The Netherlands Institute for Social Research,nl,2009,socnet
Chris Baerveldt,University of Utrecht,nl,Marijtje A. J. Van Duijn,University of Groningen,nl,2009,socnet
Chris Baerveldt,University of Utrecht,nl,Dianne A. Van Hemert,Tilburg University,nl,2004,socnet
Chris Baerveldt,University of Utrecht,nl,Lotte Vermeij,The Netherlands Institute for Social Research,nl,2004,socnet
Chris Baerveldt,University of Utrecht,nl,Marijtje A. J. Van Duijn,University of Groningen,nl,2004,socnet
Frédéric Varone,University of Geneva,ch,Pascal Sciarini,University of Geneva,ch,2019,socnet
Frédéric Varone,University of Geneva,ch,Manuel Fischer,University of Bern,ch,2019,socnet
Frédéric Varone,University of Geneva,ch,Roy Gava,University of Geneva,ch,2019,socnet
Roy Gava,University of Geneva,ch,Pascal Sciarini,University of Geneva,ch,2019,socnet
Roy Gava,University of Geneva,ch,Frédéric Varone,University of Geneva,ch,2019,socnet
Roy Gava,University of Geneva,ch,Manuel Fischer,University of Bern,ch,2019,socnet
Pascal Sciarini,University of Geneva,ch,Frédéric Varone,University of Geneva,ch,2019,socnet
Pascal Sciarini,University of Geneva,ch,Manuel Fischer,University of Bern,ch,2019,socnet
Pascal Sciarini,University of Geneva,ch,Roy Gava,University of Geneva,ch,2019,socnet
Pascal Sciarini,University of Geneva,ch,Manuel Fischer,University of Bern,ch,2015,socnet
John Sandberg,McGill University,us,Valérie Delaunay,Aix Marseille University,fr,2012,socnet
John Sandberg,McGill University,us,Adama S. Marra,The Research Institute for Development,sn,2012,socnet
John Sandberg,McGill University,us,Steven Rytina,McGill University,us,2012,socnet
Steven Rytina,McGill University,us,John Sandberg,McGill University,us,2012,socnet
Steven Rytina,McGill University,us,Adama S. Marra,The Research Institute for Development,sn,2012,socnet
Steven Rytina,McGill University,us,Valérie Delaunay,Aix Marseille University,fr,2012,socnet
Valérie Delaunay,Aix Marseille University,fr,John Sandberg,McGill University,us,2012,socnet
Valérie Delaunay,Aix Marseille University,fr,Adama S. Marra,The Research Institute for Development,sn,2012,socnet
Valérie Delaunay,Aix Marseille University,fr,Steven Rytina,McGill University,us,2012,socnet
Adama S. Marra,The Research Institute for Development,sn,John Sandberg,McGill University,us,2012,socnet
Adama S. Marra,The Research Institute for Development,sn,Valérie Delaunay,Aix Marseille University,fr,2012,socnet
Adama S. Marra,The Research Institute for Development,sn,Steven Rytina,McGill University,us,2012,socnet
Mark M. Fredrickson,University of Michigan,us,Yuguo Chen,University of Illinois at Urbana-Champaign,us,2019,socnet
Michael Wältermann,University of Freiburg,de,Georg Wolff,University of Freiburg,de,2020,socnet
Michael Wältermann,University of Freiburg,de,Olaf N. Rank,University of Freiburg,de,2020,socnet
Michael Wältermann,University of Freiburg,de,Georg Wolff,University of Freiburg,de,2019,socnet
Michael Wältermann,University of Freiburg,de,Olaf N. Rank,University of Freiburg,de,2019,socnet
Liesbeth Mercken,Care and Public Health Research Institute (CAPHRI),nl,Christian E. G. Steglich,University of Groningen,nl,2010,socnet
Liesbeth Mercken,Care and Public Health Research Institute (CAPHRI),nl,Tom A. B. Snijders,University of Groningen,nl,2010,socnet
Liesbeth Mercken,Care and Public Health Research Institute (CAPHRI),nl,Hein de Vries,Care and Public Health Research Institute (CAPHRI),nl,2010,socnet
Liesbeth Mercken,Care and Public Health Research Institute (CAPHRI),nl,Erkki Vartiainen,National Public Health Institute,fi,2010,socnet
Christian E. G. Steglich,University of Groningen,nl,Hein de Vries,Care and Public Health Research Institute (CAPHRI),nl,2010,socnet
Christian E. G. Steglich,University of Groningen,nl,Erkki Vartiainen,National Public Health Institute,fi,2010,socnet
Christian E. G. Steglich,University of Groningen,nl,Tom A. B. Snijders,University of Groningen,nl,2010,socnet
Christian E. G. Steglich,University of Groningen,nl,Liesbeth Mercken,Care and Public Health Research Institute (CAPHRI),nl,2010,socnet
Christian E. G. Steglich,University of Groningen,nl,Gerhard G. Van De Bunt,VU Amsterdam,us,2010,socnet
Katrien Fransen,KU Leuven,be,Norbert Vanbeselaere,KU Leuven,be,2015,socnet
Katrien Fransen,KU Leuven,be,Gert Vande Broek,KU Leuven,be,2015,socnet
Katrien Fransen,KU Leuven,be,Stef Van Puyenbroeck,KU Leuven,be,2015,socnet
Katrien Fransen,KU Leuven,be,Filip Boen,KU Leuven,be,2015,socnet
Katrien Fransen,KU Leuven,be,Todd M. Loughead,University of Windsor,ca,2015,socnet
Katrien Fransen,KU Leuven,be,Bert De Cuyper,KU Leuven,be,2015,socnet
Stef Van Puyenbroeck,KU Leuven,be,Norbert Vanbeselaere,KU Leuven,be,2015,socnet
Stef Van Puyenbroeck,KU Leuven,be,Gert Vande Broek,KU Leuven,be,2015,socnet
Stef Van Puyenbroeck,KU Leuven,be,Katrien Fransen,KU Leuven,be,2015,socnet
Stef Van Puyenbroeck,KU Leuven,be,Filip Boen,KU Leuven,be,2015,socnet
Stef Van Puyenbroeck,KU Leuven,be,Todd M. Loughead,University of Windsor,ca,2015,socnet
Stef Van Puyenbroeck,KU Leuven,be,Bert De Cuyper,KU Leuven,be,2015,socnet
Todd M. Loughead,University of Windsor,ca,Norbert Vanbeselaere,KU Leuven,be,2015,socnet
Todd M. Loughead,University of Windsor,ca,Gert Vande Broek,KU Leuven,be,2015,socnet
Todd M. Loughead,University of Windsor,ca,Stef Van Puyenbroeck,KU Leuven,be,2015,socnet
Todd M. Loughead,University of Windsor,ca,Katrien Fransen,KU Leuven,be,2015,socnet
Todd M. Loughead,University of Windsor,ca,Filip Boen,KU Leuven,be,2015,socnet
Todd M. Loughead,University of Windsor,ca,Bert De Cuyper,KU Leuven,be,2015,socnet
Norbert Vanbeselaere,KU Leuven,be,Gert Vande Broek,KU Leuven,be,2015,socnet
Norbert Vanbeselaere,KU Leuven,be,Stef Van Puyenbroeck,KU Leuven,be,2015,socnet
Norbert Vanbeselaere,KU Leuven,be,Katrien Fransen,KU Leuven,be,2015,socnet
Norbert Vanbeselaere,KU Leuven,be,Filip Boen,KU Leuven,be,2015,socnet
Norbert Vanbeselaere,KU Leuven,be,Todd M. Loughead,University of Windsor,ca,2015,socnet
Norbert Vanbeselaere,KU Leuven,be,Bert De Cuyper,KU Leuven,be,2015,socnet
Bert De Cuyper,KU Leuven,be,Norbert Vanbeselaere,KU Leuven,be,2015,socnet
Bert De Cuyper,KU Leuven,be,Gert Vande Broek,KU Leuven,be,2015,socnet
Bert De Cuyper,KU Leuven,be,Stef Van Puyenbroeck,KU Leuven,be,2015,socnet
Bert De Cuyper,KU Leuven,be,Katrien Fransen,KU Leuven,be,2015,socnet
Bert De Cuyper,KU Leuven,be,Filip Boen,KU Leuven,be,2015,socnet
Bert De Cuyper,KU Leuven,be,Todd M. Loughead,University of Windsor,ca,2015,socnet
Gert Vande Broek,KU Leuven,be,Norbert Vanbeselaere,KU Leuven,be,2015,socnet
Gert Vande Broek,KU Leuven,be,Stef Van Puyenbroeck,KU Leuven,be,2015,socnet
Gert Vande Broek,KU Leuven,be,Katrien Fransen,KU Leuven,be,2015,socnet
Gert Vande Broek,KU Leuven,be,Filip Boen,KU Leuven,be,2015,socnet
Gert Vande Broek,KU Leuven,be,Todd M. Loughead,University of Windsor,ca,2015,socnet
Gert Vande Broek,KU Leuven,be,Bert De Cuyper,KU Leuven,be,2015,socnet
Filip Boen,KU Leuven,be,Norbert Vanbeselaere,KU Leuven,be,2015,socnet
Filip Boen,KU Leuven,be,Gert Vande Broek,KU Leuven,be,2015,socnet
Filip Boen,KU Leuven,be,Stef Van Puyenbroeck,KU Leuven,be,2015,socnet
Filip Boen,KU Leuven,be,Katrien Fransen,KU Leuven,be,2015,socnet
Filip Boen,KU Leuven,be,Todd M. Loughead,University of Windsor,ca,2015,socnet
Filip Boen,KU Leuven,be,Bert De Cuyper,KU Leuven,be,2015,socnet
W. Scott Comulada,University of California - Los Angeles,us,Carl A. Latkin,Johns Hopkins University,us,2012,socnet
Carl A. Latkin,Johns Hopkins University,us,W. Scott Comulada,University of California - Los Angeles,us,2012,socnet
Mirjam Kretzschmar,University of Bielefeld,de,Rafael T. Mikolajczyk,University of Bielefeld,de,2008,socnet
Weiai Xu,University of Massachusetts,us,Brooke Foucault Welles,Northeastern University,us,2018,socnet
Riitta Toivonen,Helsinki University of Technology,fi,Jari Saramäki,Helsinki University of Technology,fi,2009,socnet
Riitta Toivonen,Helsinki University of Technology,fi,Jukka-Pekka Onnela,Oxford University,uk,2009,socnet
Riitta Toivonen,Helsinki University of Technology,fi,Kimmo Kaski,Aalto University,fi,2009,socnet
Riitta Toivonen,Helsinki University of Technology,fi,Mikko Kivelä,Helsinki University of Technology,fi,2009,socnet
Riitta Toivonen,Helsinki University of Technology,fi,Lauri Kovanen,Helsinki University of Technology,fi,2009,socnet
Rozemarijn van der Ploeg,University of Groningen,nl,Christian Steglich,University of Groningen,nl,2020,socnet
Rozemarijn van der Ploeg,University of Groningen,nl,René Veenstra,University of Groningen,nl,2020,socnet
René Veenstra,University of Groningen,nl,Christian Steglich,University of Groningen,nl,2020,socnet
René Veenstra,University of Groningen,nl,Rozemarijn van der Ploeg,University of Groningen,nl,2020,socnet
René Veenstra,University of Groningen,nl,Ioana van Deurzen,Tilburg University,nl,2013,socnet
René Veenstra,University of Groningen,nl,Tobias H. Stark,Utrecht University,nl,2013,socnet
René Veenstra,University of Groningen,nl,Jochem Tolsma,Radboud University,nl,2013,socnet
René Veenstra,University of Groningen,nl,Christina Salmivalli,University of Turku,fi,2012,socnet
René Veenstra,University of Groningen,nl,Tom A. B. Snijders,University of Groningen,nl,2012,socnet
René Veenstra,University of Groningen,nl,Gijs Huitsing,University of Groningen,nl,2012,socnet
René Veenstra,University of Groningen,nl,Miia Sainio,University of Turku,fi,2012,socnet
René Veenstra,University of Groningen,nl,Marijtje A. J. Van Duijn,University of Groningen,nl,2012,socnet
René Veenstra,University of Groningen,nl,Peng Wang 0002,Swinburne University of Technology,au,2012,socnet
Toon Kuppens,Catholic University,py,Robin I. M. Dunbar,University of Oxford,us,2009,socnet
Toon Kuppens,Catholic University,py,Thomas V. Pollet,University of Groningen,nl,2009,socnet
Toon Kuppens,Catholic University,py,Sam G. B. Roberts,University of Chester,uk,2009,socnet
Michael Genkin,Singapore Management University,sg,Alexander Gutfraind,University of Illinois at Chicago,us,2017,socnet
Justin H. Kirkland,University of Houston,us,Justin H. Gross,University of North Carolina,us,2014,socnet
Gerald Mollenhorst,Utrecht University,nl,Beate Volker,Utrecht University,nl,2021,socnet
Gerald Mollenhorst,Utrecht University,nl,Henk Flap,Utrecht University,nl,2014,socnet
Gerald Mollenhorst,Utrecht University,nl,Beate Völker,University of Amsterdam,nl,2014,socnet
Gerald Mollenhorst,Utrecht University,nl,Henk Flap,Utrecht University,nl,2008,socnet
Gerald Mollenhorst,Utrecht University,nl,Beate Völker,University of Amsterdam,nl,2008,socnet
Gerald Mollenhorst,Utrecht University,nl,Henk Flap,Utrecht University,nl,2011,socnet
Gerald Mollenhorst,Utrecht University,nl,Beate Völker,University of Amsterdam,nl,2011,socnet
Gerald Mollenhorst,Utrecht University,nl,Peter van der Laan,Netherlands Institute for the Study of Crime and Law enforcement (NSCR),nl,2016,socnet
Gerald Mollenhorst,Utrecht University,nl,Paul Nieuwbeerta,Netherlands Institute for the Study of Crime and Law enforcement (NSCR),nl,2016,socnet
Gerald Mollenhorst,Utrecht University,nl,Beate Völker,University of Amsterdam,nl,2016,socnet
Gerald Mollenhorst,Utrecht University,nl,Anja Dirkzwager,Netherlands Institute for the Study of Crime and Law enforcement (NSCR),nl,2016,socnet
Gerald Mollenhorst,Utrecht University,nl,Ruben De Cuyper,Netherlands Institute for the Study of Crime and Law enforcement (NSCR),nl,2016,socnet
Beate Volker,Utrecht University,nl,Gerald Mollenhorst,Utrecht University,nl,2021,socnet
Beate Volker,Utrecht University,nl,Bas Hofstra,Stanford University,us,2020,socnet
Beate Volker,Utrecht University,nl,Jesper J. Rözer,Dutch Institute for Social Science Research (SCP),nl,2020,socnet
Beate Volker,Utrecht University,nl,Matthew E. Brashears,University of South Carolina,us,2020,socnet
Lluís Coromina,University of Girona,es,Anuska Ferligoj,University of Ljubljana,si,2008,socnet
Lluís Coromina,University of Girona,es,Germà Coenders,University of Girona,es,2008,socnet
Lluís Coromina,University of Girona,es,Germà Coenders,University of Girona,es,2006,socnet
Valerio Leone Sciabolazza,University of Naples,it,Raffaele Vacca,University of Florida,us,2020,socnet
Valerio Leone Sciabolazza,University of Naples,it,Christopher McCarty,University of Florida,us,2020,socnet
Gabriele Plickert,University of Toronto,us,Barry Wellman,University of Toronto,us,2007,socnet
Gabriele Plickert,University of Toronto,us,Rochelle R. Côté,University of Toronto,us,2007,socnet
Rochelle R. Côté,University of Toronto,us,Gabriele Plickert,University of Toronto,us,2007,socnet
Rochelle R. Côté,University of Toronto,us,Barry Wellman,University of Toronto,us,2007,socnet
Willem E. Saris,University of Amsterdam,nl,Anuska Ferligoj,University of Ljubljana,si,2002,socnet
Willem E. Saris,University of Amsterdam,nl,Tina Kogovsek,University of Ljubljana,si,2002,socnet
Willem E. Saris,University of Amsterdam,nl,Germà Coenders,University of Girona,es,2002,socnet
Justus Uitermark,University of Amsterdam,nl,Jeroen Bruggeman,University of Amsterdam,nl,2016,socnet
Justus Uitermark,University of Amsterdam,nl,Vincent A. Traag,Leiden University,nl,2016,socnet
Giacomo Solano,Eindhoven University of Technology,nl,Raffaele Vacca,University of Florida,us,2018,socnet
Giacomo Solano,Eindhoven University of Technology,nl,Miranda Jessica Lubbers,Autonomous University of Barcelona,es,2018,socnet
Giacomo Solano,Eindhoven University of Technology,nl,Gerrit Rooks,Eindhoven University of Technology,nl,2018,socnet
Giacomo Solano,Eindhoven University of Technology,nl,José Luis Molina,Autonomous University of Barcelona,es,2018,socnet
Giacomo Solano,Eindhoven University of Technology,nl,Christopher McCarty,University of Florida,us,2018,socnet
Miranda Jessica Lubbers,Autonomous University of Barcelona,es,Raffaele Vacca,University of Florida,us,2018,socnet
Miranda Jessica Lubbers,Autonomous University of Barcelona,es,Giacomo Solano,Eindhoven University of Technology,nl,2018,socnet
Miranda Jessica Lubbers,Autonomous University of Barcelona,es,José Luis Molina,Autonomous University of Barcelona,es,2018,socnet
Miranda Jessica Lubbers,Autonomous University of Barcelona,es,Christopher McCarty,University of Florida,us,2018,socnet
Miranda Jessica Lubbers,Autonomous University of Barcelona,es,José Luis Molina,Autonomous University of Barcelona,es,2019,socnet
Miranda Jessica Lubbers,Autonomous University of Barcelona,es,Hugo Valenzuela-García,Autonomous University of Barcelona,es,2019,socnet
Vincenz Frey,Bocconi University,it,Rense Corten,Utrecht University,nl,2019,socnet
Vincenz Frey,Bocconi University,it,Vincent Buskens,Utrecht University,nl,2019,socnet
Vincenz Frey,Bocconi University,it,Werner Raub,Utrecht University,nl,2013,socnet
Vincenz Frey,Bocconi University,it,Vincent Buskens,Utrecht University,nl,2013,socnet
Martin Van Der Gaag,Free University,nl,Tom A. B. Snijders,University of Groningen,nl,2005,socnet
Julien Brailly,University Paris-Dauphine,fr,Josiane Chatellet,University Paris-Dauphine,fr,2016,socnet
