"author","author_affiliation","author_country","coauthor","coauthor_affiliation","coauthor_country","year","area"
Quanbo Zha,Sichuan University,cn,Haiming Liang,Sichuan University,cn,2019,tcss
Quanbo Zha,Sichuan University,cn,Gang Kou,Southwestern University of Finance and Economics,cn,2019,tcss
Michael Neblo,Ohio State University,us,Brian Rubineau,McGill University,us,2019,socnet
Michael Neblo,Ohio State University,us,Yisook Lim,Yonsei University,kr,2019,socnet
Mary K. Feeney,Arizona State University,us,Eric W. Welch,Arizona State University,us,2018,socnet
Mary K. Feeney,Arizona State University,us,Michael D. Siciliano,University of Illinois at Chicago,us,2018,socnet
Matthias Kohnen,Hasso-Plattner-Institut,de,Justus Bross,Hasso-Plattner-Institut,de,2012,snam
Matthias Kohnen,Hasso-Plattner-Institut,de,Keven Richly,Hasso-Plattner-Institut,de,2012,snam
Matthias Kohnen,Hasso-Plattner-Institut,de,Christoph Meinel,Hasso-Plattner-Institut,de,2012,snam
Yinan Mei,Central University of Finance and Economics,cn,Yuhang Jiao 0001,Central University of Finance and Economics,cn,2019,tcss
Yinan Mei,Central University of Finance and Economics,cn,Yanmei Zhang,Central University of Finance and Economics,cn,2019,tcss
Yinan Mei,Central University of Finance and Economics,cn,Xiao Geng,Central University of Finance and Economics,cn,2019,tcss
Yuri Takhteyev,University of Toronto,us,Anatoliy A. Gruzd,Dalhousie University,ca,2012,socnet
Yuri Takhteyev,University of Toronto,us,Barry Wellman,University of Toronto,us,2012,socnet
Vincent Buskens,Utrecht University,nl,Martijn J. Burger,Erasmus University Rotterdam,nl,2009,socnet
Vincent Buskens,Utrecht University,nl,Gönül Dogan,Tilburg University,nl,2009,socnet
Vincent Buskens,Utrecht University,nl,Arnout van de Rijt,Stony Brook University,us,2009,socnet
Vincent Buskens,Utrecht University,nl,Marcel A. L. M. van Assen,Tilburg University,nl,2009,socnet
Vincent Buskens,Utrecht University,nl,Vincenz Frey,Bocconi University,it,2019,socnet
Vincent Buskens,Utrecht University,nl,Rense Corten,Utrecht University,nl,2019,socnet
Vincent Buskens,Utrecht University,nl,Vincenz Frey,Bocconi University,it,2013,socnet
Vincent Buskens,Utrecht University,nl,Werner Raub,Utrecht University,nl,2013,socnet
Vincent Buskens,Utrecht University,nl,Rense Corten,Utrecht University,nl,2010,socnet
Vincent Buskens,Utrecht University,nl,Werner Raub,Utrecht University,nl,2010,socnet
Vincent Buskens,Utrecht University,nl,Joris van der Veer,Utrecht University,nl,2010,socnet
Vincent Buskens,Utrecht University,nl,Nikki van Gerwen,Utrecht University,nl,2018,socnet
Vincent Buskens,Utrecht University,nl,Rense Corten,Utrecht University,nl,2015,socnet
Vincent Buskens,Utrecht University,nl,Bas Hofstra,Stanford University,us,2015,socnet
Ning Cai 0002,Postal Scientific Research and Planning Academy,cn,Bo-Han Yan,Henan University of Economics and Law,cn,2019,tcss
Ning Cai 0002,Postal Scientific Research and Planning Academy,cn,Chen Diao,Ningxia University,cn,2019,tcss
Samuel Friedman,National Development and Research Institute,us,Huso Yi,National Development and Research Institute,us,2008,socnet
Samuel Friedman,National Development and Research Institute,us,Caroline Acker,Carnegie Mellon University,us,2008,socnet
Samuel Friedman,National Development and Research Institute,us,Naomi Braine,National Development and Research Institute,us,2008,socnet
Satish Chandra 0003,Jaypee Institute of Information Technology,in,Reema Aswani,Indian Institute of Technology,in,2017,snam
Satish Chandra 0003,Jaypee Institute of Information Technology,in,Arpan Kumar Kar,Indian Institute of Technology,in,2017,snam
Satish Chandra 0003,Jaypee Institute of Information Technology,in,S. P. Ghrera,Jaypee University of Information Technology,in,2017,snam
Rebecca Roth,Clemson University,us,Amro Khasawneh,Johns Hopkins University,us,2021,tsc
Rebecca Roth,Clemson University,us,Hunter Rogers,Clemson University,us,2021,tsc
Rebecca Roth,Clemson University,us,Sruthy Agnisarman,Clemson University,us,2021,tsc
Rebecca Roth,Clemson University,us,Kapil Chalil Madathil,Clemson University,us,2021,tsc
Rebecca Roth,Clemson University,us,Amal Ponathil,Clemson University,us,2021,tsc
Rebecca Roth,Clemson University,us,Heidi Zinzow,Clemson University,us,2021,tsc
Rebecca Roth,Clemson University,us,Pamela J. Wisniewski,University of Central Florida,us,2021,tsc
Rebecca Roth,Clemson University,us,Meera Narasimhan,University of South Carolina,us,2021,tsc
Somang Nam,University of Toronto,us,Deborah I. Fels,Ryerson University,ca,2020,tcss
Somang Nam,University of Toronto,us,Mark H. Chignell,University of Toronto,us,2020,tcss
Samrachana Adhikari,York University,ca,Tracy M. Sweet,University of Maryland - College Park,us,2020,socnet
Samrachana Adhikari,York University,ca,Beau Dabbs,Carnegie Mellon University,us,2020,socnet
Sudheer Dhulipalla,Arizona State University,us,Nicholas V. Findler,Arizona State University,us,1999,socnet
Dimitrios Kotsakos,University of Athens,us,Ioannis Katakis,University of Athens,us,2015,snam
Dimitrios Kotsakos,University of Athens,us,Dimitrios Gunopulos,University of Athens,us,2015,snam
Dimitrios Kotsakos,University of Athens,us,Panos Sakkos,University of Athens,us,2015,snam
Corina Graif,Pennsylvania State University,us,Alyssa M. Yetter,Pennsylvania State University,us,2017,socnet
Corina Graif,Pennsylvania State University,us,Alina Lungeanu,Pennsylvania State University,us,2017,socnet
Carlos Rene Argueta,National Tsing Hua University,tw,Elvis Saravia,National Tsing Hua University,tw,2016,snam
Carlos Rene Argueta,National Tsing Hua University,tw,Yi-Shin Chen,National Tsing Hua University,tw,2016,snam
Chyi-In Wu,Academia Sinica,tw,Wen-Chi Chuang,National Chengchi University,tw,2020,socnet
Chyi-In Wu,Academia Sinica,tw,Yen-Sheng Chiang,Academia Sinica,tw,2020,socnet
Chyi-In Wu,Academia Sinica,tw,Chien-Te Wu,National Taiwan University,tw,2020,socnet
Chyi-In Wu,Academia Sinica,tw,Yen-Wen Chen,National Taiwan University,tw,2020,socnet
Qing Qing,Dalian University of Technology,cn,Giles Oatley,Cardiff Metropolitan University,gb,2021,tcss
Qing Qing,Dalian University of Technology,cn,Shuo Yu,Dalian University of Technology,cn,2021,tcss
Qing Qing,Dalian University of Technology,cn,Feng Xia 0001,Federation University Australia,au,2021,tcss
Qing Qing,Dalian University of Technology,cn,Ahsan Shehzad,Dalian University of Technology,cn,2021,tcss
Christopher M. Smith,Air Force Institute of Technology,us,Andrew Todd,University of Virginia,us,2016,snam
Christopher M. Smith,Air Force Institute of Technology,us,William T. Scherer,University of Virginia,us,2016,snam
Aayush Aggarwal,IIIT Delhi,in,Viresh Gupta,IIIT Delhi,in,2020,tcss
Aayush Aggarwal,IIIT Delhi,in,Tanmoy Chakraborty 0002,Indian Institute of Technology,in,2020,tcss
Jian Li 0032,Tongji University,cn,Chungang Yan,Tongji University,cn,2019,tcss
Jian Li 0032,Tongji University,cn,Guanjun Liu,Tongji University,cn,2019,tcss
Jian Li 0032,Tongji University,cn,Changjun Jiang,Tongji University,cn,2019,tcss
Ariana Need,University of Twente,nl,Hester H. S. Moerbeek,Wageningen University,nl,2003,socnet
Ariana Need,University of Twente,nl,Tijs A. van den Broek,University of Twente,nl,2019,socnet
Ariana Need,University of Twente,nl,Anna Priante,University of Twente,nl,2019,socnet
Ariana Need,University of Twente,nl,Michel L. Ehrenhard,University of Twente,nl,2019,socnet
Ariana Need,University of Twente,nl,Djoerd Hiemstra,University of Twente,nl,2019,socnet
Robert J. Beck,University of California - Irvine,us,John P. Boyd 0002,University of California - Irvine,us,2006,socnet
Nicholas V. Findler,Arizona State University,us,Sudheer Dhulipalla,Arizona State University,us,1999,socnet
Arnout van de Rijt,Stony Brook University,us,Gönül Dogan,Tilburg University,nl,2009,socnet
Arnout van de Rijt,Stony Brook University,us,Vincent Buskens,Utrecht University,nl,2009,socnet
Arnout van de Rijt,Stony Brook University,us,Marcel A. L. M. van Assen,Tilburg University,nl,2009,socnet
Arnout van de Rijt,Stony Brook University,us,Marcel A. L. M. van Assen,Tilburg University,nl,2007,socnet
Arnout van de Rijt,Stony Brook University,us,Marcel A. L. M. van Assen,Tilburg University,nl,2008,socnet
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Gang Xiong 0001,Chinese Academy of Sciences,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Yishi Lee,University of Denver,us,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Jun Jason Zhang,Wuhan University,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Yong Yuan,Renmin University of China,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Xiao Wang 0002,Chinese Academy of Sciences,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Yisheng Lv,Chinese Academy of Sciences,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Shuangshuang Han,Chinese Academy of Sciences,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Fenghua Zhu,Chinese Academy of Sciences,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Qingchun Lu,Wuhan University,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2018,tcss
Ryan Hare,Rowan University,us,Ying Tang 0001,Dalian Maritime University,cn,2020,tcss
Ryan Hare,Rowan University,us,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2020,tcss
Yasushi Kondo,Waseda University,jp,Shunsuke Okamoto,Kyushu University,jp,2013,socnet
Yasushi Kondo,Waseda University,jp,Keisuke Nansai,National Institute for Environmental Studies,jp,2013,socnet
Yasushi Kondo,Waseda University,jp,Sangwon Suh,University of California - Santa Barbara,us,2013,socnet
Yasushi Kondo,Waseda University,jp,Shigemi Kagawa,Kyushu University,jp,2013,socnet
Michalis Korakakis,Ionian University,gr,Stavros J. Perantonis,Institute of Informatics and Telecommunications,gr,2017,snam
Michalis Korakakis,Ionian University,gr,Phivos Mylonas,Ionian University,gr,2017,snam
Michalis Korakakis,Ionian University,gr,Evaggelos Spyrou,Institute of Informatics and Telecommunications,gr,2017,snam
Dimitrios Pappas,University of Sheffield,uk,Iraklis Paraskakis,University of Sheffield,uk,2017,snam
Vasja Vehovar,University of Ljubljana,si,Gasper Koren,University of Ljubljana,si,2008,socnet
Vasja Vehovar,University of Ljubljana,si,Katja Lozar Manfreda,University of Ljubljana,si,2008,socnet
Vasja Vehovar,University of Ljubljana,si,Valentina Hlebec,University of Ljubljana,si,2008,socnet
Aymen Hamrouni,University of Carthage,tn,Yehia Massoud,Stevens Institute of Technology,us,2020,tcss
Aymen Hamrouni,University of Carthage,tn,Hakim Ghazzai,Stevens Institute of Technology,us,2020,tcss
Aymen Hamrouni,University of Carthage,tn,Mounir Frikha,University of Carthage,tn,2020,tcss
Poong Oh,University of Pennsylvania,us,Martin Hilbert,University of California - Davis,us,2016,socnet
Poong Oh,University of Pennsylvania,us,Peter Monge,University of Southern California,us,2016,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Daniel W. Soto,University of Southern California,us,2013,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Jennifer B. Unger,University of Southern California,us,2013,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Thomas W. Valente,University of Southern California,us,2013,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,John A. Schneider,University of Chicago,us,2018,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Ming Cao 0005,The University of Texas Health Science Center at Houston,us,2018,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Dennis Li,The University of Texas Health Science Center at Houston,us,2018,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Chih-Ping Chou,University of Southern California,us,2011,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Thomas W. Valente,University of Southern California,us,2011,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Thomas W. Valente,University of Southern California,us,2017,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Tom A. B. Snijders,University of Groningen,nl,2017,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Thomas W. Valente,University of Southern California,us,2010,socnet
Jang-Hyun Kim 0001,University of Hawaii,us,Devan Rosen,University of Hawaii,us,2011,snam
Jang-Hyun Kim 0001,University of Hawaii,us,George A. Barnett,University of California - Davis,us,2011,snam
Brandon Brooks,Michigan State University,us,Jessica Vitak,University of Maryland - College Park,us,2014,socnet
Brandon Brooks,Michigan State University,us,Bernie Hogan,University of Oxford,us,2014,socnet
Brandon Brooks,Michigan State University,us,Cliff Lampe,University of Michigan,us,2014,socnet
Brandon Brooks,Michigan State University,us,Nicole B. Ellison,University of Michigan,us,2014,socnet
James H. Liu,Massey University,us,Tomas Pérez-Acle,University of Valparaíso,cl,2020,tcss
James H. Liu,Massey University,us,Robert Jiqi Zhang,Massey University,us,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Yechao Yang,Institute of High Performance Computing,sg,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Ryan Wen Liu,Wuhan University,cn,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Yauheni Pyrloh,Belarusian State University of Informatics and Radioelectronics,by,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Rick Siow Mong Goh,Institute of High Performance Computing,sg,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Wei Jing,Institute of High Performance Computing,sg,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Ekanut Sotthiwat,King Mongkut's University of Technology Thonburi,th,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Zengxiang Li,Digital Research Institute,cn,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Zhe Xiao,Institute of High Performance Computing,sg,2020,tcss
Jennifer M. Badham,Queen's University,ca,Frank Kee,Queen's University,ca,2021,socnet
Jennifer M. Badham,Queen's University,ca,Ruth F. Hunter,Queen's University,ca,2021,socnet
Yi-Nan Lin,Ming Chi University of Technology,tw,Tong-Ying Tony Juang,National Taipei University,tw,2018,tcss
Yi-Nan Lin,Ming Chi University of Technology,tw,Victor R. L. Shen,Chaoyang University of Technology,tw,2018,tcss
Yi-Nan Lin,Ming Chi University of Technology,tw,Soo Yong Lim,National Taipei University,tw,2018,tcss
Yi-Nan Lin,Ming Chi University of Technology,tw,Rong-Kuan Shen,Shih Hsin University,tw,2018,tcss
Qiwen Zheng,University of Maryland - College Park,us,Tracy M. Sweet,University of Maryland - College Park,us,2018,socnet
Qiwen Zheng,University of Maryland - College Park,us,Tracy M. Sweet,University of Maryland - College Park,us,2017,socnet
Xiaolong Lin,South China Normal University,cn,Bo Zhang 0004,Shanghai Normal University,cn,2020,tcss
Tianlu Gao,Wuhan University,cn,Kelvin Kam-fai Tsoi,Chinese University of Hong Kong,hk,2020,tcss
Tianlu Gao,Wuhan University,cn,Jun Jason Zhang,Wuhan University,cn,2020,tcss
Tianlu Gao,Wuhan University,cn,Wei Duan,National University of Defense Technology,cn,2020,tcss
Tianlu Gao,Wuhan University,cn,Xiao Wang 0002,Chinese Academy of Sciences,cn,2020,tcss
Tianlu Gao,Wuhan University,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2020,tcss
Tianlu Gao,Wuhan University,cn,Lifang Li,South China University of Technology,cn,2020,tcss
Tianlu Gao,Wuhan University,cn,Qingpeng Zhang,City University of Hong Kong,hk,2020,tcss
Kirill Martynov,Technical University of Munich,de,Robert West 0001,EPFL,us,2020,jsc
Kirill Martynov,Technical University of Munich,de,Kiran Garimella,Massachusetts Institute of Technology,us,2020,jsc
Anja Subasic,Dartmouth College,us,Chiara Pulice,University of Maryland - College Park,us,2020,tcss
Anja Subasic,Dartmouth College,us,Youdinghuan Chen,Dartmouth College,us,2020,tcss
Anja Subasic,Dartmouth College,us,Daniele Bellutta,Dartmouth College,us,2020,tcss
Anja Subasic,Dartmouth College,us,V. S. Subrahmanian,University of Maryland - College Park,us,2020,tcss
Elvis Saravia,National Tsing Hua University,tw,Carlos Rene Argueta,National Tsing Hua University,tw,2016,snam
Elvis Saravia,National Tsing Hua University,tw,Yi-Shin Chen,National Tsing Hua University,tw,2016,snam
Elvis Saravia,National Tsing Hua University,tw,Yi-Cheng Peng,National Tsing Hua University,tw,2015,snam
Elvis Saravia,National Tsing Hua University,tw,Fernando Calderon,National Tsing Hua University,tw,2015,snam
Elvis Saravia,National Tsing Hua University,tw,Tzu-Lung Chen,National Tsing Hua University,tw,2015,snam
Elvis Saravia,National Tsing Hua University,tw,Ya-Ting Chuang,National Tsing Hua University,tw,2015,snam
Elvis Saravia,National Tsing Hua University,tw,Jheng-He Liang,National Tsing Hua University,tw,2015,snam
Elvis Saravia,National Tsing Hua University,tw,Yi-Shin Chen,National Tsing Hua University,tw,2015,snam
Elvis Saravia,National Tsing Hua University,tw,Elizabeth Kwan,National Tsing Hua University,tw,2015,snam
Elvis Saravia,National Tsing Hua University,tw,Chung-Hao Chang,National Tsing Hua University,tw,2015,snam
Anh Ta,University of North Texas,us,Ami R. Moore,University of North Texas,us,2018,socnet
Anh Ta,University of North Texas,us,Victor R. Prybutok,University of North Texas,us,2018,socnet
Anh Ta,University of North Texas,us,Foster Amey,Middle Tennessee State University,us,2018,socnet
Sang Eun Woo,Purdue University,us,Xiumei Zhu,Purdue University,us,2013,socnet
Sang Eun Woo,Purdue University,us,Caitlin Porter,Purdue University,us,2013,socnet
Sang Eun Woo,Purdue University,us,Michael Brzezinski,Purdue University,us,2013,socnet
Ebin Deni Raj,Indian Institute of Information Technology,in,Gautam Srivastava,University of Victoria,ca,2021,tcss
Ebin Deni Raj,Indian Institute of Information Technology,in,Yulei Wu,University of Exeter,uk,2021,tcss
Manoel Miranda,UFMG,br,Lucas Bastos,UFMG,br,2017,snam
Manoel Miranda,UFMG,br,Fabrício Benevenuto,Federal University of Minas Gerais,br,2017,snam
Manoel Miranda,UFMG,br,Matheus Araújo,UFMG,br,2017,snam
Manoel Miranda,UFMG,br,Elias Soares,UFMG,br,2017,snam
Manoel Miranda,UFMG,br,João Paulo Diniz,UFMG,br,2017,snam
Manoel Miranda,UFMG,br,Johnnatan Messias,UFMG,br,2017,snam
Manoel Miranda,UFMG,br,Miller Ferreira,UFMG,br,2017,snam
H. Russell Bernard,University of Florida,us,John Domini,University of Florida,us,2003,socnet
H. Russell Bernard,University of Florida,us,Eugene C. Johnsen,University of California - Santa Barbara,us,2003,socnet
H. Russell Bernard,University of Florida,us,Gene A. Shelley,Georgia State University,us,2003,socnet
H. Russell Bernard,University of Florida,us,Christopher McCarty,University of Florida,us,2003,socnet
H. Russell Bernard,University of Florida,us,Mark House,University of Florida,us,2006,socnet
H. Russell Bernard,University of Florida,us,Christopher McCarty,University of Florida,us,2006,socnet
Chaoxi Li,Shenzhen University,cn,Hande Hong,National University of Singapore,us,2018,tcss
Chaoxi Li,Shenzhen University,cn,Jianqiang Li 0001,Shenzhen University,cn,2018,tcss
Chaoxi Li,Shenzhen University,cn,Wei Li 0058,University of Sydney,us,2018,tcss
Chaoxi Li,Shenzhen University,cn,Zhong Ming 0001,Shenzhen University,cn,2018,tcss
Chaoxi Li,Shenzhen University,cn,Albert Y. Zomaya,University of Sydney,us,2018,tcss
Chaoxi Li,Shenzhen University,cn,Chengwen Luo 0001,Shenzhen University,cn,2018,tcss
Jeffrey A. Smith,University of Nebraska,us,James Moody,Duke University,us,2013,socnet
Jeffrey A. Smith,University of Nebraska,us,Robert Faris,University of California - Davis,us,2015,socnet
Jeffrey A. Smith,University of Nebraska,us,James Moody,Duke University,us,2017,socnet
Jeffrey A. Smith,University of Nebraska,us,Jonathan H. Morgan,Duke University,us,2017,socnet
Elaheh Ghalebi,ETH Zurich,us,Ali Nazemian,TU Wien,at,2018,snam
Elaheh Ghalebi,ETH Zurich,us,Ali Movaghar 0001,TU Wien,at,2018,snam
Elaheh Ghalebi,ETH Zurich,us,Hamidreza Mahyar,Sharif University of Technology,ir,2018,snam
Elaheh Ghalebi,ETH Zurich,us,Radu Grosu,Sharif University of Technology,ir,2018,snam
Elaheh Ghalebi,ETH Zurich,us,Rouzbeh Hasheminezhad,TU Wien,at,2018,snam
Elaheh Ghalebi,ETH Zurich,us,Hamid R. Rabiee,Sharif University of Technology,ir,2018,snam
Mohd Ridzwan Yaakub,National University of Malaysia,my,Azuraliza Abu Bakar,National University of Malaysia,my,2018,snam
Miranda J. Lubbers,Autonomous University of Barcelona,es,Tom A. B. Snijders,University of Groningen,nl,2007,socnet
Miranda J. Lubbers,Autonomous University of Barcelona,es,Ulrik Brandes,University of Konstanz,de,2010,socnet
Miranda J. Lubbers,Autonomous University of Barcelona,es,José Luis Molina,Autonomous University of Barcelona,es,2010,socnet
Miranda J. Lubbers,Autonomous University of Barcelona,es,Jürgen Lerner,University of Konstanz,de,2010,socnet
Miranda J. Lubbers,Autonomous University of Barcelona,es,Christopher McCarty,University of Florida,us,2010,socnet
Miranda J. Lubbers,Autonomous University of Barcelona,es,Javier Ávila,Autonomous University of Barcelona,es,2010,socnet
Christopher McCarty,University of Florida,us,Valerio Leone Sciabolazza,University of Naples,it,2020,socnet
Christopher McCarty,University of Florida,us,Raffaele Vacca,University of Florida,us,2020,socnet
Christopher McCarty,University of Florida,us,José Luis Molina,Autonomous University of Barcelona,es,2018,socnet
Christopher McCarty,University of Florida,us,Giacomo Solano,Eindhoven University of Technology,nl,2018,socnet
Christopher McCarty,University of Florida,us,Raffaele Vacca,University of Florida,us,2018,socnet
Christopher McCarty,University of Florida,us,Miranda Jessica Lubbers,Autonomous University of Barcelona,es,2018,socnet
Christopher McCarty,University of Florida,us,H. Russell Bernard,University of Florida,us,2003,socnet
Christopher McCarty,University of Florida,us,Eugene C. Johnsen,University of California - Santa Barbara,us,2003,socnet
Christopher McCarty,University of Florida,us,Gene A. Shelley,Georgia State University,us,2003,socnet
Christopher McCarty,University of Florida,us,John Domini,University of Florida,us,2003,socnet
Christopher McCarty,University of Florida,us,H. Russell Bernard,University of Florida,us,2006,socnet
Christopher McCarty,University of Florida,us,Mark House,University of Florida,us,2006,socnet
Christopher McCarty,University of Florida,us,Miranda J. Lubbers,Autonomous University of Barcelona,es,2010,socnet
Christopher McCarty,University of Florida,us,Ulrik Brandes,University of Konstanz,de,2010,socnet
Christopher McCarty,University of Florida,us,José Luis Molina,Autonomous University of Barcelona,es,2010,socnet
Christopher McCarty,University of Florida,us,Jürgen Lerner,University of Konstanz,de,2010,socnet
Christopher McCarty,University of Florida,us,Javier Ávila,Autonomous University of Barcelona,es,2010,socnet
José Luis Molina,Autonomous University of Barcelona,es,Stephen P. Borgatti,University of Kent,us,2021,socnet
José Luis Molina,Autonomous University of Barcelona,es,Giacomo Solano,Eindhoven University of Technology,nl,2018,socnet
José Luis Molina,Autonomous University of Barcelona,es,Raffaele Vacca,University of Florida,us,2018,socnet
José Luis Molina,Autonomous University of Barcelona,es,Miranda Jessica Lubbers,Autonomous University of Barcelona,es,2018,socnet
José Luis Molina,Autonomous University of Barcelona,es,Christopher McCarty,University of Florida,us,2018,socnet
José Luis Molina,Autonomous University of Barcelona,es,Hugo Valenzuela-García,Autonomous University of Barcelona,es,2019,socnet
José Luis Molina,Autonomous University of Barcelona,es,Miranda Jessica Lubbers,Autonomous University of Barcelona,es,2019,socnet
José Luis Molina,Autonomous University of Barcelona,es,Stephen P. Borgatti,University of Kent,us,2005,socnet
José Luis Molina,Autonomous University of Barcelona,es,Miranda J. Lubbers,Autonomous University of Barcelona,es,2010,socnet
José Luis Molina,Autonomous University of Barcelona,es,Ulrik Brandes,University of Konstanz,de,2010,socnet
José Luis Molina,Autonomous University of Barcelona,es,Jürgen Lerner,University of Konstanz,de,2010,socnet
José Luis Molina,Autonomous University of Barcelona,es,Christopher McCarty,University of Florida,us,2010,socnet
José Luis Molina,Autonomous University of Barcelona,es,Javier Ávila,Autonomous University of Barcelona,es,2010,socnet
Zi'ang Ding,Microsoft,us,Liang Chang 0003,Guilin University of Electronic Technology,cn,2019,tcss
Zi'ang Ding,Microsoft,us,Xiaonan Luo,Guilin University of Electronic Technology,cn,2019,tcss
Zi'ang Ding,Microsoft,us,Yuan Yuan 0012,Guilin University of Electronic Technology,cn,2019,tcss
Zi'ang Ding,Microsoft,us,Xiyan Sun,Guilin University of Electronic Technology,cn,2019,tcss
Peter W. F. Smith,University of Southampton,uk,John W. McDonald,University of Southampton,uk,2007,socnet
Peter W. F. Smith,University of Southampton,uk,Jonathan J. Forster,University of Southampton,uk,2007,socnet
Alina Lungeanu,Pennsylvania State University,us,Nicholas A. Christakis,Yale Institute for Network Science,us,2021,socnet
Alina Lungeanu,Pennsylvania State University,us,Noshir S. Contractor,Western University,ca,2021,socnet
Alina Lungeanu,Pennsylvania State University,us,Alyssa M. Yetter,Pennsylvania State University,us,2017,socnet
Alina Lungeanu,Pennsylvania State University,us,Corina Graif,Pennsylvania State University,us,2017,socnet
Matthew J. Robbins,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,us,Nicholas A. Ballester,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,us,2014,tcss
Matthew J. Robbins,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,us,Richard F. Deckro,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,us,2014,tcss
Matthew J. Robbins,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,us,Joshua D. Guzman,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,us,2014,tcss
Matthew J. Robbins,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,us,James F. Morris,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,us,2014,tcss
Adam Domurad,University of Waterloo,us,Kevin Ryczko,University of Ontario Institute of Technology,ca,2017,snam
Adam Domurad,University of Waterloo,us,Nicholas Buhagiar,Ryerson University,ca,2017,snam
Qi-dong Liu,Nanyang Technological University,sg,Cheng Long,Nanyang Technological University,sg,2020,tcss
Qi-dong Liu,Nanyang Technological University,sg,Mingliang Xu,Zhengzhou University,cn,2020,tcss
Fabio Pammolli,Politecnico di Milano,it,Andrea Flori,Politecnico di Milano,it,2018,socnet
Javier Borondo,Polytechnic University of Madrid,es,Alfredo Jose Morales,Polytechnic University of Madrid,es,2014,socnet
Javier Borondo,Polytechnic University of Madrid,es,Rosa M. Benito,Polytechnic University of Madrid,es,2014,socnet
Javier Borondo,Polytechnic University of Madrid,es,Juan Carlos Losada,Polytechnic University of Madrid,es,2014,socnet
Alfredo Jose Morales,Polytechnic University of Madrid,es,Rosa M. Benito,Polytechnic University of Madrid,es,2014,socnet
Alfredo Jose Morales,Polytechnic University of Madrid,es,Javier Borondo,Polytechnic University of Madrid,es,2014,socnet
Alfredo Jose Morales,Polytechnic University of Madrid,es,Juan Carlos Losada,Polytechnic University of Madrid,es,2014,socnet
Thomas Schott,University of Southern Denmark,dk,Kent Wickstrøm Jensen,University of Southern Denmark,dk,2015,snam
Naimisha Kolli,Indian Institute of Science,in,Balakrishnan Narayanaswamy,Indian Institute of Science,in,2019,tcss
Azadeh Hemmati,University of Sydney,us,Kon Shing Kenneth Chung,Notre Dame University,lb,2016,snam
Romain Lalande,University of Quebec in Outaouais,ca,Rokia Missaoui,University of Quebec in Outaouais,ca,2013,snam
Romain Lalande,University of Quebec in Outaouais,ca,Idrissa Sarr,Cheikh University Anta Diop,sn,2013,snam
Kamil Topal,Case Western Reserve University,us,Mehmet Koyutürk,Case Western Reserve University,us,2017,snam
