name,affiliation
Erik M. Ferragut,"Computational Sciences and Engineering Division, Oak Ridge National Laboratory, Oak Ridge, USA"
Jason A. Laska,"Computational Sciences and Engineering Division, Oak Ridge National Laboratory, Oak Ridge, USA"
Dino Pedreschi,"Unversity of Tartu, Tartu, Estonia"
Marlon Dumas,"KDDLab, ISTI -CNR, Pisa, Italy"
Isaac Tamblyn,"National Research Council of Canada, Ottawa, Canada"
Imen Moalla,"Multimedia, InfoRmation systems and Advanced Computing Laboratory, MIR@CL, Sfax, Tunisia"
Lotfi Bouzguenda,"Multimedia, InfoRmation systems and Advanced Computing Laboratory, MIR@CL, Sfax, Tunisia"
Theodore Kotsilieris,"Department of Business Administration, TEI Peloponnese, Kalamata, Greece"
Antonia Pavlaki,"Department of Business Administration, TEI Peloponnese, Kalamata, Greece"
Stella C. Christopoulou,"Department of Business Administration, TEI Peloponnese, Kalamata, Greece"
Luca Maria Aiello,"CNR, Pisa, Italy"
Imaduddin Amin,"Pulse Lab Jakarta, UN Global Pulse, United Nations, Jakarta, Indonesia"
Jong Gun Lee,"Pulse Lab Jakarta, UN Global Pulse, United Nations, Jakarta, Indonesia"
Srinivasa K. G. 0001,"Department of Information Technology, CBP Government Engineering College, New Delhi, India"
Maximilien Danisch,"Telecom Paris Tech, Paris, France"
Ricardo Linden,"Computer Engineering School, Faculdade Salesiana Maria Auxiliadora, Macaé, Brazil"
Manolis Wallace,"ΓΑΒ LAB, Tripoli, Greece"
Takuya Nishimura 0002,"NTT Service Evolution Laboratories, NTT Corporation, Yokosuka-shi, Japan"
Kyosuke Nishida,"NTT Service Evolution Laboratories, NTT Corporation, Yokosuka-shi, Japan"
Hiroyuki Toda,"NTT Service Evolution Laboratories, NTT Corporation, Yokosuka-shi, Japan"
Hiroshi Sawada,"NTT Service Evolution Laboratories, NTT Corporation, Yokosuka-shi, Japan"
Nicola Lettieri,"ISFOL, Rome, Italy"
Elisa Mussumeci,"Applied Mathematics School, Fundação Getulio Vargas, Rio de Janeiro, Brazil"
Carlos Sarraute,"Grandata Labs, San Francisco, USA"
Despoina Antonakaki,"FORTH-ICS, Heraklion, Greece"
Paraskevi Fragopoulou,"FORTH-ICS, Heraklion, Greece"
Vachik S. Dave,"Department of Computer and Information Science, IUPUI, Indianapolis, USA"
Mohammad Al Hasan,"Department of Computer and Information Science, IUPUI, Indianapolis, USA"
Baichuan Zhang,"Facebook, Menlo Park, USA"
Patricia Conde Céspedes,"LISITE - ISEP, Issy-les-Moulineaux, France"
Blaise Ngonmang,"L2TI, Villetaneuse, France"
Emmanuel Viennet,"L2TI, Villetaneuse, France"
Wendy Hall 0001,"Huawei Technologies Co. Ltd., Shenzhen, China"
Eisha Nathan,"School of Computational Science and Engineering, Georgia Tech, Atlanta, USA"
David A. Bader,"School of Computational Science and Engineering, Georgia Tech, Atlanta, USA"
Terry Moschuo,"Data to Decision Research Collaboration Centre, Adelaide, Australia"
Sonia Khetarpaul,"Department of Computer Science and Engineering, SNU, Gautam Buddha Nagar, India"
Bernard J. Jansen,"Turku School of Economics, Turku, Finland"
Obasa Isiaka Adekunle,"Department of Computer Science College of Science and Technology, Kaduna Polytechnic, Kaduna, Nigeria"
Monali Bordoloi,"NIT Silchar, Silchar, India"
Saroj K. Biswas 0001,"NIT Silchar, Silchar, India"
António Gonçalves,"INESC-ID and EST-IP Setúbal, Setúbal, Portugal"
Mohammed Bekkali,"LISA Laboratory, ENSA, USMBA, Fez, Morocco"
Abdelmonaime Lachkar,"ENSA, AEU, Tangier, Morocco"
Domenico Talia,"DtoK Lab Srl, Rende, Italy"
Monika Arora,"IET, AKTU, Lucknow, India"
Vineet Kansal,"IET, AKTU, Lucknow, India"
Allan Fong,"National Center for Human Factors in Healthcare, Medstar Health, Washington, USA"
Ella S. Franklin,"National Center for Human Factors in Healthcare, Medstar Health, Washington, USA"
Adil Khan 0002,"Higher Education Department, KPK, Peshawar, Pakistan"
Hugo Hromic,"Insight Centre for Data Analytics, NUI Galway, Galway, Ireland"
Conor Hayes,"Insight Centre for Data Analytics, NUI Galway, Galway, Ireland"
Masahiro Hayakawa,"NEC Solution Innovators, Tokyo, Japan"
Atsushi Kitazawa,"NEC Solution Innovators, Tokyo, Japan"
Jana Shakarian,"Cyber Reconnaissance Inc., Tempe, USA"
Chainarong Amornbunchornvej,"National Electronics and Computer Technology Center (NECTEC), Pathum Thani, Thailand"
Yinchang Cui,"Router and VRP Technology Development Department, Huawei Technologies Co., Ltd., Beijing, China"
Xun Bian,"Shenzhen Branch Information Technology Department, China Merchants Bank, Shenzhen, China"
Walter Willinger,"NIKSUN, Inc., Princeton, USA"
Carol Robbins,"National Science Foundation, Alexandria, USA"
Yihui Ren,"Escuela Superior Politécnica del Litoral, ESPOL, Guayaquil, Ecuador"
Abhijin Adiga,"Computational Science Initiative, Brookhaven National Laboratory, Upton, USA"
Ryan A. Rossi,"Adobe Research, San Jose, USA"
Nesreen K. Ahmed,"Intel Labs, Santa Clara, USA"
Mehdi Habibzadeh,"Data Science Department, P/S/L Consulting Group, Montréal, Québec, Canada"
A. Pethalakshmi,"Government Arts College for Women, Nilakottai, India"
Emily M. Fischer,"Department of Mathematics, Wheaton College, Norton, USA"
Kamel Smaïli,"SMART, LORIA, Vandoeuvre les Nancy, France"
João Victor de Souza,"LApIC Research Group, Federal University of Juiz de Fora, Juiz de Fora, Brazil"
Jorão Gomes Jr.,"LApIC Research Group, Federal University of Juiz de Fora, Juiz de Fora, Brazil"
Fernando Marques de Souza Filho,"LApIC Research Group, Federal University of Juiz de Fora, Juiz de Fora, Brazil"
Alessandreia Marta de Oliveira Julio,"Department of Computer Science, Federal University of Juiz de Fora, Juiz de Fora, Brazil"
Jairo Francisco de Souza,"LApIC Research Group, Federal University of Juiz de Fora, Juiz de Fora, Brazil"
Somanath Tripathy,"CUSB, Gaya, India"
Hernane Borges de Barros Pereira,"Computational Modeling Program, SENAI Cimatec, Salvador, Brazil"
Mayank Kejriwal,"Marina del Rey, USA"
Peilin Zhou,"Marina del Rey, USA"
Aamir Junaid Ahmad,"Department of Computer Science and Engineering, Maulana Azad College of Engineering and Technology, Patna, India"
Nick Lothian,"Data to Decisions Cooperative Research Centre (D2D CRC), Adelaide, Australia"
Grant Osborne,"Data to Decisions Cooperative Research Centre (D2D CRC), Adelaide, Australia"
Tomer Tuchner,"Efi Arazi School of Computer Science, IDC Herzliya, Herzliya, Israel"
Gail Gilboa-Freedman,"Adelson School of Entrepreneurship, IDC Herzliya, Herzliya, Israel"
Hautahi Kingi,"Facebook Inc, New York, USA"
Tom Shafer,"Elder Research, Inc, Raleigh, USA"
Minh Huynh,"IMPAQ International, Washington DC, USA"
Mike Trinh,"IMPAQ International, Boston, USA"
Aaron Heuser,"IMPAQ International, Columbia, USA"
Antonio Paredes,"U.S. Food and Drug Administration, Silverspring, USA"
Soubhagya Ranjan Pradhan,"Parala Maharaja Engineering College, Berhampur, India"
Faiçal Azouaou,"Laboratoire des Méthodes de Conception des Systèmes, Ecole nationale Supérieure d'Informatique, Oued-Smar, Algeria"
Francisco Chiclana,"Laboratoire des Méthodes de Conception des Systèmes, Ecole nationale Supérieure d'Informatique, Oued-Smar, Algeria"
Alessandro Ancarani,"Szent Gellért, Székesfehérvár, Hungary"
Hanif Emamgholizadeh,"Naqadeh, Islamic Republic of Iran"
Milad Nourizade,"Naqadeh, Islamic Republic of Iran"
Mir Saman Tajbakhsh,"Naqadeh, Islamic Republic of Iran"
Mahdieh Hashminezhad,"Naqadeh, Islamic Republic of Iran"
Farzaneh Nasr Esfahani,"Naqadeh, Islamic Republic of Iran"
Wataru Sasaki,"Fujisawa, Japan"
Yuuki Nishiyama,"Meguro-ku, Japan"
Tadashi Okoshi,"Fujisawa, Japan"
Jin Nakazawa,"Fujisawa, Japan"
Quan Zheng 0001,"Long Ma, Zhuhai, China"
Ananta Maity,"Department of Mathematics, Raja N. L. Khan Women's College (Autonomous), Midnapore, India"
Kousik Das,"Department of Mathematics, D. J. H. School, Dantan, India"
Sovan Samanta,"Department of Mathematics, Tamralipta Mahavidyalaya, East Medinipur, India"
Sukumar Mondal,"Department of Mathematics, Raja N. L. Khan Women's College (Autonomous), Midnapore, India"
Vivek Kumar Dubey,"Amrita Vishwa Vidyapeetham, Bangalore, India"
Gregory Cameron Pole,"Statistic Centre Abu Dhabi, Abu Dhabi, UAE"
G. R. Ramya,"Department of Computer Science and Engineering, Amrita School of Engineering, Coimbatore, India"
Bagavathi Sivakumar P.,"Department of Computer Science and Engineering, Amrita School of Engineering, Coimbatore, India"
Divyam Mehta,"Information Technology Department, NITK Surathkal, Mangalore, India"
Aniket Dwivedi,"Information Technology Department, NITK Surathkal, Mangalore, India"
Arunabha Patra,"Information Technology Department, NITK Surathkal, Mangalore, India"
M. Anand Kumar,"Information Technology Department, NITK Surathkal, Mangalore, India"
Manju Bala,"Khalsa College of Engineering and Technology, Amritsar, India"
Sarvesh Bhatnagar,"SVKM's NMIMS, MPSTME, Shirpur, India"
Nitin Choubey,"SVKM's NMIMS, MPSTME, Shirpur, India"
J. K. Perret,"International School of Management Cologne, Cologne, Germany"
D. Vasumathi 0001,"Department of Computer Science and Engineering, JNTUH College of Engineering, Hyderabad, India"
Mehwish Nasim,"Defence Science and Technology Group, Adelaide, Australia"
Sarra Hasni,"Department of Information and Communication Technologies, Tunisia Polytechnic School, La Marsa, Tunisia"
Sami Faïz,"Laboratory of Remote Sensing and Spatial Information Systems, ENIT, Tunis, Tunisia"
Kouzou Ohara,"Center for Advanced Intelligence Project, RIKEN, Tokyo, Japan"
Spencer Lee Kirn,"William and Mary Applied Science Department, Williamsburg, USA"
Mark K. Hinders,"William and Mary Applied Science Department, Williamsburg, USA"
H. Jaap van den Herik,"Data Science Department, TNO, The Hague, The Netherlands"
Pansy Nandwani,"Computer Science and Engineering Department, Punjab Engineering College, Chandigarh, India"
Rupali Verma,"Computer Science and Engineering Department, Punjab Engineering College, Chandigarh, India"
Debasis Mohapatra,"Parala Maharaja Engineering College, Berhampur, India"
László Hajdu,"Innorenew CoE, Izola, Slovenia"
András Bóta,"Innorenew CoE, Izola, Slovenia"
Bruno Neiva Moreno,"IFPB, Soledade, Brazil"
Fen Yuan,"Department of Travel Service Management, Tourism College of Zhejiang, Hangzhou, China"
Giulio Rossetti,"KDD-Lab, ISTI (CNR), Pisa, Italy"
Dimitrios Rafailidis,"HiveStreaming AB, Stockholm, Sweden"
Christian E. López,"Department of Computer Science and Mechanical Engineering Department, Lafayette College, Easton, USA"
Caleb Gallemore,"International Affairs Program, Lafayette College, Easton, USA"
Ishan Aggarwal,"Business Unit of Systems Support R&D, Ericsson India Global Services Pvt. Ltd., Gurugram, India"
Frank Neumann 0001,"Defence Science and Technology Group, Adelaide, Australia"
Douglas O. Cardoso,"CEFET-RJ, Rio de Janeiro, Brazil"
Sandip Modha,"DA-IICT and LDRP-ITR, Gandhinagar, India"
Prasenjit Majumder,"DA-IICT Gandhinagar and RAJE, TCG CREST, Kolkata, India"
Rishab Singla,"Zomato, Bengaluru, India"
Zahida Latif,"Center for Advanced Studies in Engineering (CASE), Islamabad, Pakistan"
Joana Azinhaes,"Portuguese Army, Lisbon, Portugal"
