Don C. DesJarlais,"Beth Israel Medical Center, United States"
Patrick Doreian,"Department of Sociology, 2602 WWPH, University of Pittsburgh, Pittsburgh, PA 15260, United States"
Arnout van de Rijt,"Department of Sociology, State University of New York at Stony Brook, SBS S423 Stony Brook, NY 11794, USA"
Marcel A. L. M. van Assen,"Department of Methodology and Statistics, Tilburg University, Faculty of Social and Behavioural Sciences, PO Box 90153, 5000 LE Tilburg, The Netherlands"
Katherine Faust,"Department of Sociology and Institute for Mathematical Behavioral Sciences, University of California - Irvine, Irvine, CA 92697-5100, USA"
Peter Totterdell,"Institute of Work Psychology, University of Sheffield, Sheffield S10 2TN, England, United Kingdom"
David Holman,"Institute of Work Psychology, University of Sheffield, Sheffield S10 2TN, England, United Kingdom"
Amy Hukin,"Institute of Work Psychology, University of Sheffield, Sheffield S10 2TN, England, United Kingdom"
Mark Huisman,"Departmentof Psychology, University of Groningen, Grote Kruisstraat 2/1, 9724 TS Groningen, The Netherlands"
Christian Steglich,"Department of Sociology, University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Antonio Páez,"Centre for Spatial Analysis/School of Geography and Earth Sciences, McMaster University, Canada"
Darren M. Scott,"Centre for Spatial Analysis/School of Geography and Earth Sciences, McMaster University, Canada"
Erik M. Volz,"Section of Integrative Biology, University of Texas at Austin, Austin, United States"
Elisa Bellotti,"Department of Social Science, University of Turin, via S. Ottavio 50, 10124 Turin, Italy"
Kevin Lewis,"Department of Sociology, Harvard University, United States"
Jason Kaufman,"Department of Sociology, Harvard University, United States"
Marco Gonzalez,"Department of Sociology, Harvard University, United States"
Andreas Wimmer,"Department of Sociology, University of California - Los Angeles, United States"
Nicholas Christakis,"Department of Sociology, Harvard University, United States"
Patrick Doreian,"Department of Sociology, University of Pittsburgh, Pittsburgh, PA 15260, USA"
Andrej Mrvar,"Faculty of Social Sciences, University of Ljubljana, Slovenia"
Peng Wang 0002,"School of Behavioural Science, University of Melbourne, Melbourne, Victoria 3010, Australia"
Ken Sharpe,"Department of Mathematics and Statistics, University of Melbourne, Australia"
Garry Robins,"School of Behavioural Science, University of Melbourne, Melbourne, Victoria 3010, Australia"
Philippa Pattison,"School of Behavioural Science, University of Melbourne, Melbourne, Victoria 3010, Australia"
Allan Clifton,"Department of Psychology, Vassar College, Box 127, 124 Raymond Avenue, Poughkeepsie, NY 12604-0127, United States"
Eric Turkheimer,"Department of Psychology, University of Virginia, United States"
Thomas F. Oltmanns,"Department of Psychology, Washington University in St. Louis, United States"
Johanne Saint-Charles,"Département de communication sociale et publique, Université du Québec à Montréal, University of Quebec in Montreal, Case Postale 8888, succ. Centre-Ville, Montréal (Québec), Canada H3C 3P8"
Pierre Mongeau,"Département de communication sociale et publique, Université du Québec à Montréal, University of Quebec in Montreal, Case Postale 8888, succ. Centre-Ville, Montréal (Québec), Canada H3C 3P8"
Andrea Röper,"Utrecht University, Department of Sociology/ICS-Research School, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Beate Völker,"Utrecht University, Department of Sociology/ICS-Research School, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Henk Flap,"Utrecht University, Department of Sociology/ICS-Research School, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Marijtje A. J. Van Duijn,"Department of Sociology, University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Krista Gile,"Department of Statistics, University of Washington, Box 354322, Seattle, WA 98195-4332, United States"
Mark S. Handcock,"Department of Statistics, University of Washington, Box 354322, Seattle, WA 98195-4332, United States"
Martijn J. Burger,"Department of Applied Economics, Erasmus University Rotterdam, The Netherlands"
Vincent Buskens,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Noah E. Friedkin,"Department of Sociology, University of California - Santa Barbara, CA 93106, United States"
Ruud Hendrickx,"CentER and Department of Econometrics and Operations Research, Tilburg University, The Netherlands"
Peter Borm,"CentER and Department of Econometrics and Operations Research, Tilburg University, The Netherlands"
René van den Brink,"Department of Econometrics and Tinbergen Institute, Free University, Amsterdam, The Netherlands"
Guillermo Owen,"Department of Mathematics, Naval Postgraduate School, Monterey, CA, United States"
Benjamin Cornwell,"Department of Sociology, Cornell University, 354 Uris Hall, Ithaca, NY 14853, United States"
Garry Robins,"School of Behavioural Science, University of Melbourne, Australia"
Pip Pattison,"School of Behavioural Science, University of Melbourne, Australia"
Peng Wang 0002,"School of Behavioural Science, University of Melbourne, Australia"
Gönül Dogan,"Department of Methodology and Statistics, Tilburg University, The Netherlands"
Marcel A. L. M. van Assen,"Department of Methodology and Statistics, Tilburg University, The Netherlands"
Arnout van de Rijt,"Department of Sociology, Stony Brook University, United States"
Vincent Buskens,"Department of Sociology/ICS, Utrecht University, The Netherlands"
Roy Lindelauf,"Military Operational Art & Science, Netherlands Defense Academy, P.O. Box 90002, 4800 PA Breda, The Netherlands"
Peter Borm,"CentER and Department of Econometrics and OR, Tilburg University, P.O. Box 90153, 5000 LE Tilburg, The Netherlands"
Herbert Hamers,"CentER and Department of Econometrics and OR, Tilburg University, P.O. Box 90153, 5000 LE Tilburg, The Netherlands"
Sam G. B. Roberts,"British Academy Centenary Project, Institute of Cognitive and Evolutionary Anthropology, University of Oxford, 64 Banbury Road, Oxford OX2 6PN, UK"
Robin I. M. Dunbar,"British Academy Centenary Project, Institute of Cognitive and Evolutionary Anthropology, University of Oxford, 64 Banbury Road, Oxford OX2 6PN, UK"
Thomas V. Pollet,"Department of Social and Organizational Psychology, University of Groningen, The Netherlands"
Toon Kuppens,"Division of Social and Organizational Psychology, Université catholique de Louvain, Catholic University of Louvain, Belgium"
Pamela Emanuelson,"Department of Sociology, University of South Carolina, Columbia, SC 29208, United States"
David Willer,"Department of Sociology, University of South Carolina, Columbia, SC 29208, United States"
Tore Opsahl,"Queen Mary University of London, School of Business and Management, Mile End Road, E1 4NS London, UK"
Pietro Panzarasa,"Queen Mary University of London, School of Business and Management, Mile End Road, E1 4NS London, UK"
Sebastian Schnettler,"Center for Research on Inequalities and the Life Course, Department of Sociology, Yale University, New Haven, CT, United States"
Sebastian Schnettler,"Center for Research on Inequalities and the Life Course, Department of Sociology, Yale University, New Haven, CT, United States"
Eric D. Kolaczyk,"Dept. of Mathematics and Statistics, Boston University, 111 Cummington Street, Boston, MA 02215, USA"
David B. Chua,"State Street Bank, Boston, MA, USA"
Marc Barthelemy,"Commissariat à l’Energie Atomique, Centre d’Etudes de Bruyères Le Châtel, Bruyères Le Châtel, France"
Pavel N. Krivitsky,"University of Washington, Seattle, United States"
Mark S. Handcock,"University of Washington, Seattle, United States"
Adrian E. Raftery,"University of Washington, Seattle, United States"
Peter D. Hoff,"University of Washington, Seattle, United States"
Philip Andrew Sinclair,"Manchester Metropolitan University, John Dalton Building, Chester Street, Manchester M1 5GD, United Kingdom"
James Pustejovsky,"Northwestern University, School of Education and Social Policy, 2120 Campus Drive, Evanston, IL 60201, USA"
James P. Spillane,"Northwestern University, School of Education and Social Policy, 2120 Campus Drive, Evanston, IL 60201, USA"
Lotte Vermeij,"The Netherlands Institute for Social Research, The Netherlands"
Marijtje A. J. Van Duijn,"Department of Sociology, University of Groningen, The Netherlands"
Chris Baerveldt,"Department of Child and Adolescent Studies, University of Utrecht, The Netherlands"
Riitta Toivonen,"Department of Biomedical Engineering and Computational Science (BECS), Helsinki University of Technology, P.O. Box 9203, FIN-02015 HUT, Finland"
Lauri Kovanen,"Department of Biomedical Engineering and Computational Science (BECS), Helsinki University of Technology, P.O. Box 9203, FIN-02015 HUT, Finland"
Mikko Kivelä,"Department of Biomedical Engineering and Computational Science (BECS), Helsinki University of Technology, P.O. Box 9203, FIN-02015 HUT, Finland"
Jukka-Pekka Onnela,"Physics Department, Clarendon Laboratory, Oxford University, Oxford OX1 3PU, United Kingdom"
Jari Saramäki,"Department of Biomedical Engineering and Computational Science (BECS), Helsinki University of Technology, P.O. Box 9203, FIN-02015 HUT, Finland"
Kimmo Kaski,"Department of Biomedical Engineering and Computational Science (BECS), Helsinki University of Technology, P.O. Box 9203, FIN-02015 HUT, Finland"
Francesca Grippa,"eBusiness Management Section S.S. ISUFI, University of Salento, Lecce, Italy"
Peter A. Gloor,"MIT Center for Collective Intelligence, Cambridge, MA, USA"
Andrew T. Stephen,"Marketing, INSEAD, Boulevard de Constance, Fontainebleau 77305, France"
Olivier Toubia,"Business, Columbia University, Graduate School of Business, 3022 Broadway, Uris 522, New York, NY 10027, USA"
Sandra González-Bailón,"Oxford Internet Institute and Nuffield College, University of Oxford, 1 St. Giles, Oxford, UK"
Tom A. B. Snijders,"University of Oxford, UK', 'University of Groningen, The Netherlands', 'University of Pittsburgh, United States', 'University of Ljubljana, Slovenia"
Patrick Doreian,"University of Pittsburgh, United States, University of Ljubljana, Slovenia"
Rense Corten,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Vincent Buskens,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Camille Roth,"CAMS (CNRS/EHESS), 54 bd Raspail, F-75006 Paris, France"
Jean-Philippe Cointet,"ISC-PIF (Institut des Systémes Complexes de Paris-Île-de-France), 57-59 rue Lhomond, F-75005 Paris, France"
Norman Conti,"Department of Sociology, 515 College Hall Duquesne University, United States"
Patrick Doreian,"Department of Sociology, University of Pittsburgh, 2602 WWPH, Pittsburgh, PA 15260, United States"
Tom A. B. Snijders,"University of Oxford and University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, Netherlands"
Gerhard G. Van De Bunt,"Free University, Amsterdam, Netherlands"
Christian E. G. Steglich,"University of Groningen, Netherlands"
David R. Schaefer,"Arizona State University, United States"
John M. Light,"Oregon Research Institute, United States"
Richard A. Fabes,"Arizona State University, United States"
Laura D. Hanish,"Arizona State University, United States"
Carol Lynn Martin,"Arizona State University, United States"
Liesbeth Mercken,"Care and Public Health Research Institute (CAPHRI), Maastricht, The Netherlands"
Tom A. B. Snijders,"Nuffield College, University of Oxford, United Kingdom"
Christian E. G. Steglich,"Department of Sociology, University of Groningen, The Netherlands"
Erkki Vartiainen,"Department of Health Promotion and Chronic Disease Prevention, National Public Health Institute, Finland"
Hein de Vries,"Care and Public Health Research Institute (CAPHRI), Maastricht, The Netherlands"
Maurits de Klepper,"VU University Amsterdam, Vrije University Amsterdam, Dept. of Social Research Methodology, Netherlands"
Ed Sleebos,"VU University Amsterdam, Vrije University Amsterdam, Dept. of Organization Science, Netherlands"
Gerhard G. Van De Bunt,"VU University Amsterdam, Vrije University Amsterdam, Dept. of Social Research Methodology, Netherlands"
Filip Agneessens,"VU University Amsterdam, Vrije University Amsterdam, Dept. of Organization Science, Netherlands"
Miranda J. Lubbers,"Department of Social and Cultural Anthropology, Autonomous University of Barcelona, Edifici B, 08193 Bellaterra, Barcelona, Spain"
José Luis Molina,"Department of Social and Cultural Anthropology, Autonomous University of Barcelona, Edifici B, 08193 Bellaterra, Barcelona, Spain"
Jürgen Lerner,"Department of Computer and Information Science, University of Konstanz, Germany"
Ulrik Brandes,"Department of Computer and Information Science, University of Konstanz, Germany"
Javier Ávila,"Department of Social and Cultural Anthropology, Autonomous University of Barcelona, Edifici B, 08193 Bellaterra, Barcelona, Spain"
Christopher McCarty,"Bureau of Economic and Business Research, University of Florida, USA"
Uwe Matzat,"Eindhoven University of Technology, The Netherlands"
Chris Snijders,"Eindhoven University of Technology, The Netherlands"
Cyprian Wejnert,"Sociology, Cornell University, 4824 Smallwood R. Apt. 90, Columbia, SC 29223, United States"
John P. Boyd 0002,"Institute for Mathematical Behavioral Sciences, University of California - Irvine, CA 92697-5100, USA"
William J. Fitzgerald 0002,"Orange County Department of Education, Costa Mesa, CA 92628, USA"
Matthew C. Mahutga,"Department of Sociology, University of California - Riverside, CA 92521, USA"
David A. Smith,"Department of Sociology, University of California - Irvine, CA 92697-5100, USA"
Darren C. Treadway,"Department of Organization and Human Resources, School of Management, State University of New York at Buffalo, Buffalo, NY 14260, United States"
Jacob W. Breland,"University of Idaho, United States"
Garry L. Adams,"Auburn University, United States"
Allison B. Duke,"Lipscomb University, United States"
Laura A. Williams,"University of Mississippi, United States"
John R. Hipp,"Department of Criminology, Law and Society and Department of Sociology, University of California - Irvine, United States"
Kayla de la Haye,"CSIRO Preventative Health Flagship, Australia"
Garry Robins,"University of Melbourne, Australia"
Philip Mohr,"CSIRO Food and Nutritional Sciences, Australia"
Carlene Wilson,"Flinders University, Australia"
Simon Rodan,"Department of Organization and Management, College of Business, San José State University, One Washington Square, San José, CA 95192-0070, United States"
Bettina Hoser,"University of Karlsruhe (TH), Institute for Information of Information Systems and Management, Zirkel 2, 76131 Karlsruhe, Germany"
Tanja Nitschke,"University of Karlsruhe (TH), Centre for Applied Legal Studies, Am Fasanengarten 5, 76131 Karlsruhe, Germany"
Matthew E. Brashears,"Department of Sociology, Cornell University, 323 Uris Hall, Ithaca, NY 14853, United States"
Balázs Kovács,"University of Lugano, Institute of Management, Via Buffi 13., Lugano 6900, Switzerland"
Thomas W. Valente,"Institute for Prevention Research, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, 1000 Fremont Ave, Bldg A Room 5110, Alhambra, CA 91803, United States"
Kayo Fujimoto,"Institute for Prevention Research, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, 1000 Fremont Ave, Bldg A Room 5110, Alhambra, CA 91803, United States"
Katherine Faust,"Department of Sociology and Institute for Mathematical Behavioral Sciences, University of California - Irvine, Irvine, CA 92697-5100, USA"
Mo-Han Hsieh,"Engineering Systems Division, Massachusetts Institute of Technology, Cambridge, MA 02139, USA"
Christopher L. Magee,"Engineering Systems Division & Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge, MA 02139, USA"
Tore Opsahl,"Imperial College Business School, Imperial College London, London SW7 2AZ, UK"
Filip Agneessens,"Department of Organization Sciences, VU University Amsterdam, Vrije University Amsterdam, 1081 HV Amsterdam, The Netherlands"
John Skvoretz,"College of Arts & Sciences, University of South Florida, Tampa, FL 33620, USA"
Verónica de Miguel Luken,"Migration Research Group, Autonomous University of Barcelona, Spain"
Mark Tranmer,"Mitchell Centre for Social Network Analysis & CCSR, School of Social Sciences, University of Manchester, UK"
Siddhartha Bhattacharyya,"University of Illinois at Chicago, Department of Information and Decision Sciences,601 S. Morgan Street, Chicago, IL 60607, United States"
Stellan Ohlsson,"University of Illinois at Chicago, Department of Psychology, 1007 West Harrison Street, Chicago, IL 60607, United States"
Karl-Oskar Lindgren,"Department of Government, Uppsala University, Gamla Torget 2, Box 514, S-751 20 Uppsala, Sweden"
Eric J. Neuman,"Department of Business Administration, University of Illinois at Urbana-Champaign, 350A Wohlers Hall, 1206 South Sixth Street, Champaign, IL 61820, United States"
Mark S. Mizruchi,"Department of Sociology, University of Michigan, United States"
Vincent Buskens,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, Netherlands"
Werner Raub,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, Netherlands"
Joris van der Veer,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, Netherlands"
Michael Szell,"Section for Science of Complex Systems, Medical University of Vienna, Austria"
Stefan Thurner,"Section for Science of Complex Systems, Medical University of Vienna, Austria"
Tal Spalter,"Department of Sociology, Tel Aviv University, Israel"
Martin G. Everett,"Mitchell Centre for Social Network Analysis, School of Social Sciences, University of Manchester, Arthur Lewis Building, Bridgeford Street, Manchester M13 9PL, UK"
Stephen P. Borgatti,"Department of Management, Gatton College of Business & Economics, University of Kentucky, Lexington, KY 40506, USA"
Brea L. Perry,"Department of Sociology, University of Kentucky, 1515 Patterson Office Tower, Lexington, KY 40506-0027, United States"
Bernice A. Pescosolido,"Department of Sociology, Indiana University, Karl F. Schuessler Institute for Social Research, 1022 E. Third Street, Bloomington, IN 47405, United States"
Vincent Chua,"Department of Sociology, University of Toronto, 725 Spadina Avenue, Toronto, Ontario, M5S 2J4, Canada"
Michael J. Brusco,"Department of Marketing, College of Business, Florida State University, Tallahassee, FL 32306-1110, USA"
Neha Gondal,"Department of Sociology, Rutgers University, 26 Nichol Avenue, New Brunswick, NJ 08901, United States"
Wouter de Nooy,"The Amsterdam School of Communication Research ASCoR, Department of Communication, University of Amsterdam, Kloveniersburgwal 48, 1012 CX Amsterdam, The Netherlands"
Alberto Caimo,"School of Mathematical Sciences, University College Dublin, Ireland"
Nial Friel,"School of Mathematical Sciences, University College Dublin, Ireland"
Ramasuri Narayanam,"Electronic Commerce Laboratory, Department of Computer Science and Automation, Indian Institute of Science, Bangalore, India"
Y. Narahari,"Electronic Commerce Laboratory, Department of Computer Science and Automation, Indian Institute of Science, Bangalore, India"
Matthew J. Salganik,"Department of Sociology and Office of Population Research, Princeton University, Princeton, NJ, USA"
Maeve B. Mello,"Laboratory on Health Information, Oswaldo Cruz Foundation, Rio de Janeiro, Brazil"
Alexandre Hannud Abdo,"Department of Physics, University of São Paulo, São Paulo, Brazil"
Neilane Bertoni,"Laboratory on Health Information, Oswaldo Cruz Foundation, Rio de Janeiro, Brazil"
Dimitri Fazito,"Department of Demography, Center of Development and Regional Planning, Federal University of Minas Gerais, Belo Horizonte, Brazil"
Francisco I. Bastos,"Laboratory on Health Information, Oswaldo Cruz Foundation, Rio de Janeiro, Brazil"
Axel Franzen,"Institute of Sociology, University of Bern, Lerchenweg 36, CH-3012 Bern, Switzerland"
Sonja Pointner,"Institute of Sociology, University of Bern, Lerchenweg 36, CH-3012 Bern, Switzerland"
Noah E. Friedkin,"Department of Sociology, University of California - Santa Barbara, CA 93107, United States"
James Moody,"Duke University, Department of Sociology, Durham, NC, United States"
Wendy D. Brynildsen,"Duke University, Department of Sociology, Durham, NC, United States"
D. Wayne Osgood,"Pennsylvania State University, Crime, Law and Justice Program, Department of Sociology, United States"
Mark E. Feinberg,"Pennsylvania State University, Prevention Research Center, United States"
Scott D. Gest,"Pennsylvania State University, Department of Human Development and Family Studies, United States"
Klaus Hamberger,"Ecole des Hautes Etudes en Sciences Sociales, Laboratoire d’Anthropologie Sociale, 52 Rue du Cardinal Lemoine, 75005 Paris, France"
Conrad Lee,"Clique Research Cluster, University College Dublin, Ireland"
Thomas Scherngell,"AIT Austrian Institute of Technology GmbH, Foresight and Policy Development Department, Vienna, Austria"
Michael J. Barber,"AIT Austrian Institute of Technology GmbH, Foresight and Policy Development Department, Vienna, Austria"
José Luis Iribarren,"Instituto de Ingenieríıa del Conocimiento, Universidad Autónoma de Madrid, Autonomous University of Madrid, 28049 Madrid, Spain"
Esteban Moro,"Instituto de Ingenieríıa del Conocimiento, Universidad Autónoma de Madrid, Autonomous University of Madrid, 28049 Madrid, Spain"
David R. Schaefer,"School of Social and Family Dynamics, Arizona State University, Box 873701, Tempe, AZ 85287-3701, United States"
Rachel Garshick Kleit,"Daniel J. Evans School of Public Affairs, University of Washington, 209C Parrington Hall, Box 353055, Seattle, WA 98195-3055, USA"
Nicole Bohme Carnegie,"Department of Humanities and Social Sciences in the Professions, New York University, Kimball Hall, 3rd Floor, New York, NY 10003, USA"
Brent Simpson,"University of South Carolina, United States"
Barry Markovsky,"University of South Carolina, United States"
Mike Steketee,"University of South Carolina, United States"
Brent Simpson,"Department of Sociology, University of South Carolina, Columbia, SC 29208, United States"
Barry Markovsky,"Department of Sociology, University of South Carolina, Columbia, SC 29208, United States"
Mike Steketee,"Department of Sociology, University of South Carolina, Columbia, SC 29208, United States"
Robert Ackland,"Australian Demographic and Social Research Institute, The Australian National University, Australia"
Mathieu O'Neil,"Australian Demographic and Social Research Institute, The Australian National University, Australia"
Mónica del Pozo,"Dpto. de Estadística e I.O. III, Escuela Universitaria de Estadística, Universidad Complutense de Madrid, Madrid, Spain"
Conrado Manuel,"Dpto. de Estadística e I.O. III, Escuela Universitaria de Estadística, Universidad Complutense de Madrid, Madrid, Spain"
Enrique González-Arangüena,"Dpto. de Estadística e I.O. III, Escuela Universitaria de Estadística, Universidad Complutense de Madrid, Madrid, Spain"
Guillermo Owen,"Naval Postgraduate School, Dept. of Mathematics, Monterey, USA"
Michael J. Brusco,"Department of Marketing, College of Business, Florida State University, Tallahassee, FL 32306-1110, United States"
Hans Noel,"Government, Georgetown University, United States"
Brendan Nyhan,"Robert Wood Johnson Scholar in Health Policy Research, University of Michigan, United States"
Dan Braha,"New England Complex Systems Institute, Cambridge, MA, United States"
Blake C. Stacey,"New England Complex Systems Institute, Cambridge, MA, United States"
Yaneer Bar-Yam,"New England Complex Systems Institute, Cambridge, MA, United States"
Kayo Fujimoto,"Institute for Prevention Research, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, United States"
Chih-Ping Chou,"Institute for Prevention Research, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, United States"
Thomas W. Valente,"Institute for Prevention Research, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, United States"
Troy Raeder,"Department of Computer Science and Engineering, College of Engineering, University of Notre Dame, 384 Fitzpatrick Hall, Notre Dame, IN 46556, United States"
Omar Lizardo,"Department of Sociology, University of Notre Dame, 810 Flanner Hall, IN 46556, United States"
David Hachen,"Department of Sociology, University of Notre Dame, 810 Flanner Hall, IN 46556, United States"
Nitesh V. Chawla,"Department of Computer Science and Engineering, College of Engineering, University of Notre Dame, 384 Fitzpatrick Hall, Notre Dame, IN 46556, United States"
Christoph Stadtfeld,"Information Services and Electronic Markets, Karlsruhe Institute of Technology, Karlsruhe, Germany"
Andreas Geyer-Schulz,"Department of Sociology/ICS, University of Groningen, The Netherlands"
James Sanders,"Department of Sociology, Po Box 644020, Washington State University, Pullman, WA 99164-4020, USA"
Ylva Almquist,"Centre for Health Equity Studies (CHESS), Stockholm University/Karolinska Institutet, SE-106 91 Stockholm, Sweden"
Gerald Mollenhorst,"Department of Sociology/ICS, Utrecht University, The Netherlands"
Beate Völker,"Department of Sociology/ICS, Utrecht University, The Netherlands"
Henk Flap,"Department of Sociology/ICS, Utrecht University, The Netherlands"
Birgit Pauksztat,"Department of Management and Organization, Hanken School of Economics, P.O. Box 479, 00101 Helsinki, Finland"
Christian Steglich,"ICS/Department of Sociology, University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Rafael Wittek,"ICS/Department of Sociology, University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Steve McDonald,"Campus Box 8107, Department of Sociology & Anthropology, North Carolina State University, Raleigh, NC 27695-8107, United States"
Matthew E. Brashears,"Department of Sociology, Cornell University, 323 Uris Hall, Ithaca, NY 14853, United States"
Yen-Sheng Chiang,"Department of Sociology and Institute for Mathematical Behavioral Science, University of California - Irvine, 3151 Social Science Plaza, CA 92697-5100, USA"
jimi adams,"Arizona State University, United States"
Katherine Faust,"University of California - Irvine, United States"
Gina S. Lovasi,"Columbia University, United States"
Galina Daraganova,"School of Behavioural Science, University of Melbourne, Australia"
Pip Pattison,"School of Behavioural Science, University of Melbourne, Australia"
Johan H. Koskinen,"Nuffield College, Oxford University, United Kingdom"
Bill Mitchell,"The University of Newcastle, Australia"
Anthea Bill,"The University of Newcastle, Australia"
Martin Watts,"The University of Newcastle, Australia"
Scott Baum,"Griffith University, Australia"
Paulina Preciado,"University of Oxford, Department of Statistics, 1 South Parks Road, Oxford OX1 3TG, United Kingdom"
Tom A. B. Snijders,"University of Oxford and University of Groningen, Nuffield College, New Road, Oxford OX1 1NF, United Kingdom"
William J. Burk,"Radboud Universiteit Nijmegen, Radboud University Nijmegen, Montessorilaan 3, 6525 HR Nijmegen, The Netherlands"
Håkan Stattin,"University of Örebro, Fakultetsgatan 1, 701 82 Örebro, Sweden"
Margaret Kerr,"University of Örebro, Fakultetsgatan 1, 701 82 Örebro, Sweden"
Patrick Doreian,"Department of Sociology, University of Pittsburgh, 2602 WWPH, Pittsburgh, PA 15260, United States"
Norman Conti,"Department of Sociology, 515 College Hall Duquesne University, United States"
Kerstin Sailer,"The Bartlett School of Graduate Studies, University College London, 1-19 Torrington Place, London WC1E 7HB, United Kingdom"
Ian McCulloh,"United States Military Academy, Network Science Center, 601 Cullum Road, West Point, NY 10996, United States"
Gil Viry,"Department of Sociology, University of Geneva, Uni Mail, 40 Bd du Pont d’Arve, 1211 Genève 4, Switzerland"
Yuri Takhteyev,"University of Toronto, Faculty of Information, 140 St. George Street, Toronto, ON M5S 3G6, Canada"
Anatoliy A. Gruzd,"Dalhousie University, Canada"
Barry Wellman,"University of Toronto, Canada"
Carter T. Butts,"Department of Sociology, Institute for Mathematical and Behavioral Sciences, University of California - Irvine, United States"
Ryan M. Acton,"Department of Sociology, University of Massachusetts, Amherst, United States"
John R. Hipp,"Department of Criminology, Law, and Society, University of California - Irvine, United States"
Nicholas N. Nagle,"Department of Geography, University of Tennessee, Knoxville, United States"
Alessandro Lomi,"Center for Organizational Research (CORe), Faculty of Economics, University of Lugano, Switzerland"
Francesca Pallotti,"Center for Organizational Research (CORe), Faculty of Economics, University of Lugano, Switzerland"
Ashton M. Verdery,"University of North Carolina at Chapel Hill, United States"
Barbara Entwisle,"University of North Carolina at Chapel Hill, United States"
Katherine Faust,"University of California - Irvine, United States"
Ronald R. Rindfuss,"University of North Carolina at Chapel Hill and East-West Center, United States"
John R. Hipp,"Department of Criminology, Law and Society, University of California - Irvine, CA, United States"
Robert W. Faris,"Department of Sociology, University of California - Davis, United States"
Adam Boessen,"Department of Criminology, Law and Society, University of California - Irvine, CA, United States"
David R. Schaefer,"School of Social and Family Dynamics, Arizona State University, P.O. Box 873701, Tempe, AZ 85287-3701, United States"
Jeremy Mennis,"Department of Geography and Urban Studies, Temple University, 1115 W. Berks St, 309 Gladfelter Hall, Philadelphia, PA 19122, United States"
Michael J. Mason,"Department of Education and Human Services, St. Augustine Center, 366, Villanova University, 800 Lancaster Ave., Villanova, PA 19085, United States"
Martin G. Everett,"Mitchell Centre for Social Network Analysis, School of Social Sciences, University of Manchester, Arthur Lewis Building, Bridgeford Street, Manchester M13 9PL, UK"
David Krackhardt,"Carnegie Mellon University, United States"
Koen Vanbrabant,"Department of Psychology, University of Leuven, Leuven, Belgium"
Peter Kuppens,"Department of Psychology, University of Leuven, Leuven, Belgium"
Johan Braeken,"Department of Methodology and Statistics, Tilburg University, Tilburg, The Netherlands"
Evelien Demaerschalk,"Department of Psychology, University of Leuven, Leuven, Belgium"
An Boeren,"Department of Psychology, University of Leuven, Leuven, Belgium"
Francis Tuerlinckx,"Department of Psychology, University of Leuven, Leuven, Belgium"
David Willer,"Department of Sociology, University of South Carolina, United States"
Marcel A. L. M. van Assen,"Department of Methodology and Statistics, School of Social and Behavioral Sciences, Tilburg University, United States"
Pamela Emanuelson,"Department of Sociology and Anthropology, North Dakota State University, United States"
Alexandra Marin,"University of Toronto, Department of Sociology, 725 Spadina Ave., Toronto, Ont., Canada M5S 2J4"
Lea Ellwardt,"University of Groningen, Department of Sociology/ICS, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Giuseppe (Joe) Labianca,"University of Kentucky, Gatton College of Business & Economics/LINKS Center, Lexington, KY 40506, United States"
Rafael Wittek,"University of Groningen, Department of Sociology/ICS, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Jens F. Binder,"Nottingham Trent University, UK"
Sam G. B. Roberts,"University of Chester, UK"
Alistair G. Sutcliffe,"University of Manchester, UK"
Elisa Bellotti,"The Mitchell Centre for Social Network Analysis, and Sustainable Consumption Institute, University of Manchester, United Kingdom"
Mariela Szwarcberg,"University of Chicago, 5848 S. University Avenue, Chicago, IL 60637, United States"
Lijun Song,"Department of Sociology, Center for Medicine, Health, and Society, Vanderbilt University, PMB 351811, Nashville, TN 37235-1811, USA"
