Katherine Faust,0,"Department of Sociology and Institute for Mathematical Behavioral Sciences, University of California - Irvine, Irvine, CA 92697-5100, USA"
Peter Totterdell,0,"Institute of Work Psychology, University of Sheffield, Sheffield S10 2TN, England, United Kingdom"
David Holman,0,"Institute of Work Psychology, University of Sheffield, Sheffield S10 2TN, England, United Kingdom"
Amy Hukin,0,"Institute of Work Psychology, University of Sheffield, Sheffield S10 2TN, England, United Kingdom"
Mark Huisman,0,"Departmentof Psychology, University of Groningen, Grote Kruisstraat 2/1, 9724 TS Groningen, The Netherlands"
Christian Steglich,0,"Department of Sociology, University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Antonio Páez,0,"Centre for Spatial Analysis/School of Geography and Earth Sciences, McMaster University, Canada"
Darren M. Scott,0,"Centre for Spatial Analysis/School of Geography and Earth Sciences, McMaster University, Canada"
Erik M. Volz,0,"Section of Integrative Biology, University of Texas at Austin, Austin, United States"
Elisa Bellotti,0,"Department of Social Science, University of Turin, via S. Ottavio 50, 10124 Turin, Italy"
Kevin Lewis,0,"Department of Sociology, Harvard University, United States"
Jason Kaufman,0,"Department of Sociology, Harvard University, United States"
Marco Gonzalez,0,"Department of Sociology, Harvard University, United States"
Andreas Wimmer,0,"Department of Sociology, University of California - Los Angeles, United States"
Nicholas Christakis,0,"Department of Sociology, Harvard University, United States"
Patrick Doreian,0,"Department of Sociology, University of Pittsburgh, Pittsburgh, PA 15260, USA"
Andrej Mrvar,0,"Faculty of Social Sciences, University of Ljubljana, Slovenia"
Peng Wang 0002,0,"School of Behavioural Science, University of Melbourne, Melbourne, Victoria 3010, Australia"
Ken Sharpe,0,"Department of Mathematics and Statistics, University of Melbourne, Australia"
Garry Robins,0,"School of Behavioural Science, University of Melbourne, Melbourne, Victoria 3010, Australia"
Philippa Pattison,0,"School of Behavioural Science, University of Melbourne, Melbourne, Victoria 3010, Australia"
Allan Clifton,0,"Department of Psychology, Vassar College, Box 127, 124 Raymond Avenue, Poughkeepsie, NY 12604-0127, United States"
Eric Turkheimer,0,"Department of Psychology, University of Virginia, United States"
Thomas F. Oltmanns,0,"Department of Psychology, Washington University in St. Louis, United States"
Johanne Saint-Charles,0,"Département de communication sociale et publique, Université du Québec à Montréal, University of Quebec in Montreal, Case Postale 8888, succ. Centre-Ville, Montréal (Québec), Canada H3C 3P8"
Pierre Mongeau,0,"Département de communication sociale et publique, Université du Québec à Montréal, University of Quebec in Montreal, Case Postale 8888, succ. Centre-Ville, Montréal (Québec), Canada H3C 3P8"
Andrea Röper,0,"Utrecht University, Department of Sociology/ICS-Research School, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Beate Völker,0,"Utrecht University, Department of Sociology/ICS-Research School, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Henk Flap,0,"Utrecht University, Department of Sociology/ICS-Research School, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Marijtje A. J. Van Duijn,0,"Department of Sociology, University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Krista Gile,0,"Department of Statistics, University of Washington, Box 354322, Seattle, WA 98195-4332, United States"
Mark S. Handcock,0,"Department of Statistics, University of Washington, Box 354322, Seattle, WA 98195-4332, United States"
Martijn J. Burger,0,"Department of Applied Economics, Erasmus University Rotterdam, The Netherlands"
Vincent Buskens,0,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Noah E. Friedkin,0,"Department of Sociology, University of California - Santa Barbara, CA 93106, United States"
Ruud Hendrickx,0,"CentER and Department of Econometrics and Operations Research, Tilburg University, The Netherlands"
Peter Borm,0,"CentER and Department of Econometrics and Operations Research, Tilburg University, The Netherlands"
René van den Brink,0,"Department of Econometrics and Tinbergen Institute, Free University, Amsterdam, The Netherlands"
Guillermo Owen,0,"Department of Mathematics, Naval Postgraduate School, Monterey, CA, United States"
Benjamin Cornwell,0,"Department of Sociology, Cornell University, 354 Uris Hall, Ithaca, NY 14853, United States"
Garry Robins,0,"School of Behavioural Science, University of Melbourne, Australia"
Pip Pattison,0,"School of Behavioural Science, University of Melbourne, Australia"
Peng Wang 0002,0,"School of Behavioural Science, University of Melbourne, Australia"
Gönül Dogan,0,"Department of Methodology and Statistics, Tilburg University, The Netherlands"
Marcel A. L. M. van Assen,0,"Department of Methodology and Statistics, Tilburg University, The Netherlands"
Arnout van de Rijt,0,"Department of Sociology, Stony Brook University, United States"
Vincent Buskens,0,"Department of Sociology/ICS, Utrecht University, The Netherlands"
Roy Lindelauf,0,"Military Operational Art & Science, Netherlands Defense Academy, P.O. Box 90002, 4800 PA Breda, The Netherlands"
Peter Borm,0,"CentER and Department of Econometrics and OR, Tilburg University, P.O. Box 90153, 5000 LE Tilburg, The Netherlands"
Herbert Hamers,0,"CentER and Department of Econometrics and OR, Tilburg University, P.O. Box 90153, 5000 LE Tilburg, The Netherlands"
Sam G. B. Roberts,0,"British Academy Centenary Project, Institute of Cognitive and Evolutionary Anthropology, University of Oxford, 64 Banbury Road, Oxford OX2 6PN, UK"
Robin I. M. Dunbar,0,"British Academy Centenary Project, Institute of Cognitive and Evolutionary Anthropology, University of Oxford, 64 Banbury Road, Oxford OX2 6PN, UK"
Thomas V. Pollet,0,"Department of Social and Organizational Psychology, University of Groningen, The Netherlands"
Toon Kuppens,0,"Division of Social and Organizational Psychology, Université catholique de Louvain, Catholic University of Louvain, Belgium"
Pamela Emanuelson,0,"Department of Sociology, University of South Carolina, Columbia, SC 29208, United States"
David Willer,0,"Department of Sociology, University of South Carolina, Columbia, SC 29208, United States"
Tore Opsahl,0,"Queen Mary University of London, School of Business and Management, Mile End Road, E1 4NS London, UK"
Pietro Panzarasa,0,"Queen Mary University of London, School of Business and Management, Mile End Road, E1 4NS London, UK"
Sebastian Schnettler,0,"Center for Research on Inequalities and the Life Course, Department of Sociology, Yale University, New Haven, CT, United States"
Sebastian Schnettler,0,"Center for Research on Inequalities and the Life Course, Department of Sociology, Yale University, New Haven, CT, United States"
Eric D. Kolaczyk,0,"Dept. of Mathematics and Statistics, Boston University, 111 Cummington Street, Boston, MA 02215, USA"
David B. Chua,0,"State Street Bank, Boston, MA, USA"
Marc Barthelemy,0,"Commissariat à l’Energie Atomique, Centre d’Etudes de Bruyères Le Châtel, Bruyères Le Châtel, France"
Pavel N. Krivitsky,0,"University of Washington, Seattle, United States"
Mark S. Handcock,0,"University of Washington, Seattle, United States"
Adrian E. Raftery,0,"University of Washington, Seattle, United States"
Peter D. Hoff,0,"University of Washington, Seattle, United States"
Philip Andrew Sinclair,0,"Manchester Metropolitan University, John Dalton Building, Chester Street, Manchester M1 5GD, United Kingdom"
James Pustejovsky,0,"Northwestern University, School of Education and Social Policy, 2120 Campus Drive, Evanston, IL 60201, USA"
James P. Spillane,0,"Northwestern University, School of Education and Social Policy, 2120 Campus Drive, Evanston, IL 60201, USA"
Lotte Vermeij,0,"The Netherlands Institute for Social Research, The Netherlands"
Marijtje A. J. Van Duijn,0,"Department of Sociology, University of Groningen, The Netherlands"
Chris Baerveldt,0,"Department of Child and Adolescent Studies, University of Utrecht, The Netherlands"
Riitta Toivonen,0,"Department of Biomedical Engineering and Computational Science (BECS), Helsinki University of Technology, P.O. Box 9203, FIN-02015 HUT, Finland"
Lauri Kovanen,0,"Department of Biomedical Engineering and Computational Science (BECS), Helsinki University of Technology, P.O. Box 9203, FIN-02015 HUT, Finland"
Mikko Kivelä,0,"Department of Biomedical Engineering and Computational Science (BECS), Helsinki University of Technology, P.O. Box 9203, FIN-02015 HUT, Finland"
Jukka-Pekka Onnela,0,"Physics Department, Clarendon Laboratory, Oxford University, Oxford OX1 3PU, United Kingdom"
Jari Saramäki,0,"Department of Biomedical Engineering and Computational Science (BECS), Helsinki University of Technology, P.O. Box 9203, FIN-02015 HUT, Finland"
Kimmo Kaski,0,"Department of Biomedical Engineering and Computational Science (BECS), Helsinki University of Technology, P.O. Box 9203, FIN-02015 HUT, Finland"
Francesca Grippa,0,"eBusiness Management Section S.S. ISUFI, University of Salento, Lecce, Italy"
Peter A. Gloor,0,"MIT Center for Collective Intelligence, Cambridge, MA, USA"
Andrew T. Stephen,0,"Marketing, INSEAD, Boulevard de Constance, Fontainebleau 77305, France"
Olivier Toubia,0,"Business, Columbia University, Graduate School of Business, 3022 Broadway, Uris 522, New York, NY 10027, USA"
Sandra González-Bailón,0,"Oxford Internet Institute and Nuffield College, University of Oxford, 1 St. Giles, Oxford, UK"
Tom A. B. Snijders,0,"University of Oxford, UK', 'University of Groningen, The Netherlands', 'University of Pittsburgh, United States', 'University of Ljubljana, Slovenia"
Patrick Doreian,0,"University of Pittsburgh, United States, University of Ljubljana, Slovenia"
Rense Corten,0,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Vincent Buskens,0,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Camille Roth,0,"CAMS (CNRS/EHESS), 54 bd Raspail, F-75006 Paris, France"
Jean-Philippe Cointet,0,"ISC-PIF (Institut des Systémes Complexes de Paris-Île-de-France), 57-59 rue Lhomond, F-75005 Paris, France"
Norman Conti,0,"Department of Sociology, 515 College Hall Duquesne University, United States"
Patrick Doreian,0,"Department of Sociology, University of Pittsburgh, 2602 WWPH, Pittsburgh, PA 15260, United States"
Tom A. B. Snijders,0,"University of Oxford and University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, Netherlands"
Gerhard G. Van De Bunt,0,"Free University, Amsterdam, Netherlands"
Christian E. G. Steglich,0,"University of Groningen, Netherlands"
David R. Schaefer,0,"Arizona State University, United States"
John M. Light,0,"Oregon Research Institute, United States"
Richard A. Fabes,0,"Arizona State University, United States"
Laura D. Hanish,0,"Arizona State University, United States"
Carol Lynn Martin,0,"Arizona State University, United States"
Liesbeth Mercken,0,"Care and Public Health Research Institute (CAPHRI), Maastricht, The Netherlands"
Tom A. B. Snijders,0,"Nuffield College, University of Oxford, United Kingdom"
Christian E. G. Steglich,0,"Department of Sociology, University of Groningen, The Netherlands"
Erkki Vartiainen,0,"Department of Health Promotion and Chronic Disease Prevention, National Public Health Institute, Finland"
Hein de Vries,0,"Care and Public Health Research Institute (CAPHRI), Maastricht, The Netherlands"
Maurits de Klepper,0,"VU University Amsterdam, Vrije University Amsterdam, Dept. of Social Research Methodology, Netherlands"
Ed Sleebos,0,"VU University Amsterdam, Vrije University Amsterdam, Dept. of Organization Science, Netherlands"
Gerhard G. Van De Bunt,0,"VU University Amsterdam, Vrije University Amsterdam, Dept. of Social Research Methodology, Netherlands"
Filip Agneessens,0,"VU University Amsterdam, Vrije University Amsterdam, Dept. of Organization Science, Netherlands"
Miranda J. Lubbers,0,"Department of Social and Cultural Anthropology, Autonomous University of Barcelona, Edifici B, 08193 Bellaterra, Barcelona, Spain"
José Luis Molina,0,"Department of Social and Cultural Anthropology, Autonomous University of Barcelona, Edifici B, 08193 Bellaterra, Barcelona, Spain"
Jürgen Lerner,0,"Department of Computer and Information Science, University of Konstanz, Germany"
Ulrik Brandes,0,"Department of Computer and Information Science, University of Konstanz, Germany"
Javier Ávila,0,"Department of Social and Cultural Anthropology, Autonomous University of Barcelona, Edifici B, 08193 Bellaterra, Barcelona, Spain"
Christopher McCarty,0,"Bureau of Economic and Business Research, University of Florida, USA"
Uwe Matzat,0,"Eindhoven University of Technology, The Netherlands"
Chris Snijders,0,"Eindhoven University of Technology, The Netherlands"
Cyprian Wejnert,0,"Sociology, Cornell University, 4824 Smallwood R. Apt. 90, Columbia, SC 29223, United States"
John P. Boyd 0002,0,"Institute for Mathematical Behavioral Sciences, University of California - Irvine, CA 92697-5100, USA"
William J. Fitzgerald 0002,0,"Orange County Department of Education, Costa Mesa, CA 92628, USA"
Matthew C. Mahutga,0,"Department of Sociology, University of California - Riverside, CA 92521, USA"
David A. Smith,0,"Department of Sociology, University of California - Irvine, CA 92697-5100, USA"
Darren C. Treadway,0,"Department of Organization and Human Resources, School of Management, State University of New York at Buffalo, Buffalo, NY 14260, United States"
Jacob W. Breland,0,"University of Idaho, United States"
Garry L. Adams,0,"Auburn University, United States"
Allison B. Duke,0,"Lipscomb University, United States"
Laura A. Williams,0,"University of Mississippi, United States"
John R. Hipp,0,"Department of Criminology, Law and Society and Department of Sociology, University of California - Irvine, United States"
Kayla de la Haye,0,"CSIRO Preventative Health Flagship, Australia"
Garry Robins,0,"University of Melbourne, Australia"
Philip Mohr,0,"CSIRO Food and Nutritional Sciences, Australia"
Carlene Wilson,0,"Flinders University, Australia"
Simon Rodan,0,"Department of Organization and Management, College of Business, San José State University, One Washington Square, San José, CA 95192-0070, United States"
Bettina Hoser,0,"University of Karlsruhe (TH), Institute for Information of Information Systems and Management, Zirkel 2, 76131 Karlsruhe, Germany"
Tanja Nitschke,0,"University of Karlsruhe (TH), Centre for Applied Legal Studies, Am Fasanengarten 5, 76131 Karlsruhe, Germany"
Matthew E. Brashears,0,"Department of Sociology, Cornell University, 323 Uris Hall, Ithaca, NY 14853, United States"
Balázs Kovács,0,"University of Lugano, Institute of Management, Via Buffi 13., Lugano 6900, Switzerland"
Thomas W. Valente,0,"Institute for Prevention Research, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, 1000 Fremont Ave, Bldg A Room 5110, Alhambra, CA 91803, United States"
Kayo Fujimoto,0,"Institute for Prevention Research, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, 1000 Fremont Ave, Bldg A Room 5110, Alhambra, CA 91803, United States"
Katherine Faust,0,"Department of Sociology and Institute for Mathematical Behavioral Sciences, University of California - Irvine, Irvine, CA 92697-5100, USA"
Mo-Han Hsieh,0,"Engineering Systems Division, Massachusetts Institute of Technology, Cambridge, MA 02139, USA"
Christopher L. Magee,0,"Engineering Systems Division & Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge, MA 02139, USA"
Tore Opsahl,0,"Imperial College Business School, Imperial College London, London SW7 2AZ, UK"
Filip Agneessens,0,"Department of Organization Sciences, VU University Amsterdam, Vrije University Amsterdam, 1081 HV Amsterdam, The Netherlands"
John Skvoretz,0,"College of Arts & Sciences, University of South Florida, Tampa, FL 33620, USA"
Verónica de Miguel Luken,0,"Migration Research Group, Autonomous University of Barcelona, Spain"
Mark Tranmer,0,"Mitchell Centre for Social Network Analysis & CCSR, School of Social Sciences, University of Manchester, UK"
Siddhartha Bhattacharyya,0,"University of Illinois at Chicago, Department of Information and Decision Sciences,601 S. Morgan Street, Chicago, IL 60607, United States"
Stellan Ohlsson,0,"University of Illinois at Chicago, Department of Psychology, 1007 West Harrison Street, Chicago, IL 60607, United States"
Karl-Oskar Lindgren,0,"Department of Government, Uppsala University, Gamla Torget 2, Box 514, S-751 20 Uppsala, Sweden"
Eric J. Neuman,0,"Department of Business Administration, University of Illinois at Urbana-Champaign, 350A Wohlers Hall, 1206 South Sixth Street, Champaign, IL 61820, United States"
Mark S. Mizruchi,0,"Department of Sociology, University of Michigan, United States"
Vincent Buskens,0,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, Netherlands"
Werner Raub,0,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, Netherlands"
Joris van der Veer,0,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, Netherlands"
Michael Szell,0,"Section for Science of Complex Systems, Medical University of Vienna, Austria"
Stefan Thurner,0,"Section for Science of Complex Systems, Medical University of Vienna, Austria"
Tal Spalter,0,"Department of Sociology, Tel Aviv University, Israel"
Martin G. Everett,0,"Mitchell Centre for Social Network Analysis, School of Social Sciences, University of Manchester, Arthur Lewis Building, Bridgeford Street, Manchester M13 9PL, UK"
Stephen P. Borgatti,0,"Department of Management, Gatton College of Business & Economics, University of Kentucky, Lexington, KY 40506, USA"
Brea L. Perry,0,"Department of Sociology, University of Kentucky, 1515 Patterson Office Tower, Lexington, KY 40506-0027, United States"
Bernice A. Pescosolido,0,"Department of Sociology, Indiana University, Karl F. Schuessler Institute for Social Research, 1022 E. Third Street, Bloomington, IN 47405, United States"
Vincent Chua,0,"Department of Sociology, University of Toronto, 725 Spadina Avenue, Toronto, Ontario, M5S 2J4, Canada"
Michael J. Brusco,0,"Department of Marketing, College of Business, Florida State University, Tallahassee, FL 32306-1110, USA"
Neha Gondal,0,"Department of Sociology, Rutgers University, 26 Nichol Avenue, New Brunswick, NJ 08901, United States"
Wouter de Nooy,0,"The Amsterdam School of Communication Research ASCoR, Department of Communication, University of Amsterdam, Kloveniersburgwal 48, 1012 CX Amsterdam, The Netherlands"
Alberto Caimo,0,"School of Mathematical Sciences, University College Dublin, Ireland"
Nial Friel,0,"School of Mathematical Sciences, University College Dublin, Ireland"
Ramasuri Narayanam,0,"Electronic Commerce Laboratory, Department of Computer Science and Automation, Indian Institute of Science, Bangalore, India"
Y. Narahari,0,"Electronic Commerce Laboratory, Department of Computer Science and Automation, Indian Institute of Science, Bangalore, India"
Matthew J. Salganik,0,"Department of Sociology and Office of Population Research, Princeton University, Princeton, NJ, USA"
Maeve B. Mello,0,"Laboratory on Health Information, Oswaldo Cruz Foundation, Rio de Janeiro, Brazil"
Alexandre Hannud Abdo,0,"Department of Physics, University of São Paulo, São Paulo, Brazil"
Neilane Bertoni,0,"Laboratory on Health Information, Oswaldo Cruz Foundation, Rio de Janeiro, Brazil"
Dimitri Fazito,0,"Department of Demography, Center of Development and Regional Planning, Federal University of Minas Gerais, Belo Horizonte, Brazil"
Francisco I. Bastos,0,"Laboratory on Health Information, Oswaldo Cruz Foundation, Rio de Janeiro, Brazil"
Axel Franzen,0,"Institute of Sociology, University of Bern, Lerchenweg 36, CH-3012 Bern, Switzerland"
Sonja Pointner,0,"Institute of Sociology, University of Bern, Lerchenweg 36, CH-3012 Bern, Switzerland"
Noah E. Friedkin,0,"Department of Sociology, University of California - Santa Barbara, CA 93107, United States"
James Moody,0,"Duke University, Department of Sociology, Durham, NC, United States"
Wendy D. Brynildsen,0,"Duke University, Department of Sociology, Durham, NC, United States"
D. Wayne Osgood,0,"Pennsylvania State University, Crime, Law and Justice Program, Department of Sociology, United States"
Mark E. Feinberg,0,"Pennsylvania State University, Prevention Research Center, United States"
Scott D. Gest,0,"Pennsylvania State University, Department of Human Development and Family Studies, United States"
Klaus Hamberger,0,"Ecole des Hautes Etudes en Sciences Sociales, Laboratoire d’Anthropologie Sociale, 52 Rue du Cardinal Lemoine, 75005 Paris, France"
Conrad Lee,0,"Clique Research Cluster, University College Dublin, Ireland"
Thomas Scherngell,0,"AIT Austrian Institute of Technology GmbH, Foresight and Policy Development Department, Vienna, Austria"
Michael J. Barber,0,"AIT Austrian Institute of Technology GmbH, Foresight and Policy Development Department, Vienna, Austria"
José Luis Iribarren,0,"Instituto de Ingenieríıa del Conocimiento, Universidad Autónoma de Madrid, Autonomous University of Madrid, 28049 Madrid, Spain"
Esteban Moro,0,"Instituto de Ingenieríıa del Conocimiento, Universidad Autónoma de Madrid, Autonomous University of Madrid, 28049 Madrid, Spain"
David R. Schaefer,0,"School of Social and Family Dynamics, Arizona State University, Box 873701, Tempe, AZ 85287-3701, United States"
Rachel Garshick Kleit,0,"Daniel J. Evans School of Public Affairs, University of Washington, 209C Parrington Hall, Box 353055, Seattle, WA 98195-3055, USA"
Nicole Bohme Carnegie,0,"Department of Humanities and Social Sciences in the Professions, New York University, Kimball Hall, 3rd Floor, New York, NY 10003, USA"
Brent Simpson,0,"University of South Carolina, United States"
Barry Markovsky,0,"University of South Carolina, United States"
Mike Steketee,0,"University of South Carolina, United States"
Brent Simpson,0,"Department of Sociology, University of South Carolina, Columbia, SC 29208, United States"
Barry Markovsky,0,"Department of Sociology, University of South Carolina, Columbia, SC 29208, United States"
Mike Steketee,0,"Department of Sociology, University of South Carolina, Columbia, SC 29208, United States"
Robert Ackland,0,"Australian Demographic and Social Research Institute, The Australian National University, Australia"
Mathieu O'Neil,0,"Australian Demographic and Social Research Institute, The Australian National University, Australia"
Mónica del Pozo,0,"Dpto. de Estadística e I.O. III, Escuela Universitaria de Estadística, Universidad Complutense de Madrid, Madrid, Spain"
Conrado Manuel,0,"Dpto. de Estadística e I.O. III, Escuela Universitaria de Estadística, Universidad Complutense de Madrid, Madrid, Spain"
Enrique González-Arangüena,0,"Dpto. de Estadística e I.O. III, Escuela Universitaria de Estadística, Universidad Complutense de Madrid, Madrid, Spain"
Guillermo Owen,0,"Naval Postgraduate School, Dept. of Mathematics, Monterey, USA"
Michael J. Brusco,0,"Department of Marketing, College of Business, Florida State University, Tallahassee, FL 32306-1110, United States"
Hans Noel,0,"Government, Georgetown University, United States"
Brendan Nyhan,0,"Robert Wood Johnson Scholar in Health Policy Research, University of Michigan, United States"
Dan Braha,0,"New England Complex Systems Institute, Cambridge, MA, United States"
Blake C. Stacey,0,"New England Complex Systems Institute, Cambridge, MA, United States"
Yaneer Bar-Yam,0,"New England Complex Systems Institute, Cambridge, MA, United States"
Kayo Fujimoto,0,"Institute for Prevention Research, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, United States"
Chih-Ping Chou,0,"Institute for Prevention Research, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, United States"
Thomas W. Valente,0,"Institute for Prevention Research, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, United States"
Troy Raeder,0,"Department of Computer Science and Engineering, College of Engineering, University of Notre Dame, 384 Fitzpatrick Hall, Notre Dame, IN 46556, United States"
Omar Lizardo,0,"Department of Sociology, University of Notre Dame, 810 Flanner Hall, IN 46556, United States"
David Hachen,0,"Department of Sociology, University of Notre Dame, 810 Flanner Hall, IN 46556, United States"
Nitesh V. Chawla,0,"Department of Computer Science and Engineering, College of Engineering, University of Notre Dame, 384 Fitzpatrick Hall, Notre Dame, IN 46556, United States"
Christoph Stadtfeld,0,"Information Services and Electronic Markets, Karlsruhe Institute of Technology, Karlsruhe, Germany"
Andreas Geyer-Schulz,0,"Department of Sociology/ICS, University of Groningen, The Netherlands"
James Sanders,0,"Department of Sociology, Po Box 644020, Washington State University, Pullman, WA 99164-4020, USA"
Ylva Almquist,0,"Centre for Health Equity Studies (CHESS), Stockholm University/Karolinska Institutet, SE-106 91 Stockholm, Sweden"
Gerald Mollenhorst,0,"Department of Sociology/ICS, Utrecht University, The Netherlands"
Beate Völker,0,"Department of Sociology/ICS, Utrecht University, The Netherlands"
Henk Flap,0,"Department of Sociology/ICS, Utrecht University, The Netherlands"
Birgit Pauksztat,0,"Department of Management and Organization, Hanken School of Economics, P.O. Box 479, 00101 Helsinki, Finland"
Christian Steglich,0,"ICS/Department of Sociology, University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Rafael Wittek,0,"ICS/Department of Sociology, University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Steve McDonald,0,"Campus Box 8107, Department of Sociology & Anthropology, North Carolina State University, Raleigh, NC 27695-8107, United States"
Matthew E. Brashears,0,"Department of Sociology, Cornell University, 323 Uris Hall, Ithaca, NY 14853, United States"
Yen-Sheng Chiang,0,"Department of Sociology and Institute for Mathematical Behavioral Science, University of California - Irvine, 3151 Social Science Plaza, CA 92697-5100, USA"
jimi adams,0,"Arizona State University, United States"
Katherine Faust,0,"University of California - Irvine, United States"
Gina S. Lovasi,0,"Columbia University, United States"
Galina Daraganova,0,"School of Behavioural Science, University of Melbourne, Australia"
Pip Pattison,0,"School of Behavioural Science, University of Melbourne, Australia"
Johan H. Koskinen,0,"Nuffield College, Oxford University, United Kingdom"
Bill Mitchell,0,"The University of Newcastle, Australia"
Anthea Bill,0,"The University of Newcastle, Australia"
Martin Watts,0,"The University of Newcastle, Australia"
Scott Baum,0,"Griffith University, Australia"
Paulina Preciado,0,"University of Oxford, Department of Statistics, 1 South Parks Road, Oxford OX1 3TG, United Kingdom"
Tom A. B. Snijders,0,"University of Oxford and University of Groningen, Nuffield College, New Road, Oxford OX1 1NF, United Kingdom"
William J. Burk,0,"Radboud Universiteit Nijmegen, Radboud University Nijmegen, Montessorilaan 3, 6525 HR Nijmegen, The Netherlands"
Håkan Stattin,0,"University of Örebro, Fakultetsgatan 1, 701 82 Örebro, Sweden"
Margaret Kerr,0,"University of Örebro, Fakultetsgatan 1, 701 82 Örebro, Sweden"
Patrick Doreian,0,"Department of Sociology, University of Pittsburgh, 2602 WWPH, Pittsburgh, PA 15260, United States"
Norman Conti,0,"Department of Sociology, 515 College Hall Duquesne University, United States"
Kerstin Sailer,0,"The Bartlett School of Graduate Studies, University College London, 1-19 Torrington Place, London WC1E 7HB, United Kingdom"
Ian McCulloh,0,"United States Military Academy, Network Science Center, 601 Cullum Road, West Point, NY 10996, United States"
Gil Viry,0,"Department of Sociology, University of Geneva, Uni Mail, 40 Bd du Pont d’Arve, 1211 Genève 4, Switzerland"
Yuri Takhteyev,0,"University of Toronto, Faculty of Information, 140 St. George Street, Toronto, ON M5S 3G6, Canada"
Anatoliy A. Gruzd,0,"Dalhousie University, Canada"
Barry Wellman,0,"University of Toronto, Canada"
Carter T. Butts,0,"Department of Sociology, Institute for Mathematical and Behavioral Sciences, University of California - Irvine, United States"
Ryan M. Acton,0,"Department of Sociology, University of Massachusetts, Amherst, United States"
John R. Hipp,0,"Department of Criminology, Law, and Society, University of California - Irvine, United States"
Nicholas N. Nagle,0,"Department of Geography, University of Tennessee, Knoxville, United States"
Alessandro Lomi,0,"Center for Organizational Research (CORe), Faculty of Economics, University of Lugano, Switzerland"
Francesca Pallotti,0,"Center for Organizational Research (CORe), Faculty of Economics, University of Lugano, Switzerland"
Ashton M. Verdery,0,"University of North Carolina at Chapel Hill, United States"
Barbara Entwisle,0,"University of North Carolina at Chapel Hill, United States"
Katherine Faust,0,"University of California - Irvine, United States"
Ronald R. Rindfuss,0,"University of North Carolina at Chapel Hill and East-West Center, United States"
John R. Hipp,0,"Department of Criminology, Law and Society, University of California - Irvine, CA, United States"
Robert W. Faris,0,"Department of Sociology, University of California - Davis, United States"
Adam Boessen,0,"Department of Criminology, Law and Society, University of California - Irvine, CA, United States"
David R. Schaefer,0,"School of Social and Family Dynamics, Arizona State University, P.O. Box 873701, Tempe, AZ 85287-3701, United States"
Jeremy Mennis,0,"Department of Geography and Urban Studies, Temple University, 1115 W. Berks St, 309 Gladfelter Hall, Philadelphia, PA 19122, United States"
Michael J. Mason,0,"Department of Education and Human Services, St. Augustine Center, 366, Villanova University, 800 Lancaster Ave., Villanova, PA 19085, United States"
Martin G. Everett,0,"Mitchell Centre for Social Network Analysis, School of Social Sciences, University of Manchester, Arthur Lewis Building, Bridgeford Street, Manchester M13 9PL, UK"
David Krackhardt,0,"Carnegie Mellon University, United States"
Koen Vanbrabant,0,"Department of Psychology, University of Leuven, Leuven, Belgium"
Peter Kuppens,0,"Department of Psychology, University of Leuven, Leuven, Belgium"
Johan Braeken,0,"Department of Methodology and Statistics, Tilburg University, Tilburg, The Netherlands"
Evelien Demaerschalk,0,"Department of Psychology, University of Leuven, Leuven, Belgium"
An Boeren,0,"Department of Psychology, University of Leuven, Leuven, Belgium"
Francis Tuerlinckx,0,"Department of Psychology, University of Leuven, Leuven, Belgium"
David Willer,0,"Department of Sociology, University of South Carolina, United States"
Marcel A. L. M. van Assen,0,"Department of Methodology and Statistics, School of Social and Behavioral Sciences, Tilburg University, United States"
Pamela Emanuelson,0,"Department of Sociology and Anthropology, North Dakota State University, United States"
Alexandra Marin,0,"University of Toronto, Department of Sociology, 725 Spadina Ave., Toronto, Ont., Canada M5S 2J4"
Lea Ellwardt,0,"University of Groningen, Department of Sociology/ICS, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
